author,loc,spcd,treeno,section_id,disk_id,ht,wdbk_thk,ob_d_1,ob_d_2,ob_d_avg,ib_d_1,ib_d_2,ib_d_avg,wd_cl_def1,wd_d_def1,wd_cv_def1,wd_cl_def2,wd_d_def2,wd_cv_def2,wd_cl_def3,wd_d_def3,wd_cv_def3,wdbk_gw,wd_gw,bk_gw,wdbk_gw_1,wd_gw_1,bk_gw_1,wdbk_cv,wd_cv,bk_cv,wd_gw_sub,bk_gw_sub,wd_dw_sub,bk_dw_sub,wd_cv_sub,bk_cv_sub,temp,wdbk_mc,wd_mc,bk_mc,bk_frac,wdbk_sg,wd_sg,bk_sg
WDS_Sand_Pine,SD-26,107,3,1,1,1,,10.5,,10.5,10,,9.7,,,,,,,,,,,,,,,,,,,,,974.6,192,1932.6,309.8,,,,,,,0.5043,0.6181
WDS_Sand_Pine,SD-26,107,3,2,2,6,,8.8,,8.8,8,,8.2,,,,,,,,,,,,,,,,,,,,,831.8,85,1650.4,174.6,,,,,,,0.504,0.4869
WDS_Sand_Pine,SD-26,107,3,3,3,11,,8,,8,8,,7.7,,,,,,,,,,,,,,,,,,,,,516,27,1086,68.2,,,,,,,0.4751,0.3927
WDS_Sand_Pine,SD-26,107,3,4,4,16,,7.4,,7.4,7,,7.3,,,,,,,,,,,,,,,,,,,,,412.8,20,894.8,58.6,,,,,,,0.4613,0.3379
WDS_Sand_Pine,SD-26,107,3,5,5,21,,7.2,,7.2,7,,6.9,,,,,,,,,,,,,,,,,,,,,470.2,20,1047,63.4,,,,,,,0.4491,0.3079
WDS_Sand_Pine,SD-26,107,3,6,6,26,,6.5,,6.5,6,,6.1,,,,,,,,,,,,,,,,,,,,,356.2,12,811.8,42.8,,,,,,,0.4388,0.286
WDS_Sand_Pine,SD-26,107,3,7,7,31,,5.4,,5.4,5,,4.9,,,,,,,,,,,,,,,,,,,,,326.2,16,645.2,55,,,,,,,0.5056,0.2887
WDS_Sand_Pine,SD-26,107,3,8,8,36,,4.6,,4.6,4,,4.3,,,,,,,,,,,,,,,,,,,,,303.2,13,668.6,45.4,,,,,,,0.4535,0.2872
WDS_Sand_Pine,SD-26,107,3,9,9,41,,3.4,,3.4,3,,3.1,,,,,,,,,,,,,,,,,,,,,165.2,12,356.2,38.8,,,,,,,0.4638,0.3067
WDS_Sand_Pine,SD-26,107,4,1,1,1,,9,,9,8,,8.4,,,,,,,,,,,,,,,,,,,,,627,82,1357,156.8,,,,,,,0.462,0.5208
WDS_Sand_Pine,SD-26,107,4,2,2,6,,7.2,,7.2,7,,7,,,,,,,,,,,,,,,,,,,,,497.8,27,1083.4,67.6,,,,,,,0.4595,0.3967
WDS_Sand_Pine,SD-26,107,4,3,3,11,,6.2,,6.2,6,,6,,,,,,,,,,,,,,,,,,,,,508.8,18,1182,62.8,,,,,,,0.4305,0.2815
WDS_Sand_Pine,SD-26,107,4,4,4,16,,5.8,,5.8,6,,5.7,,,,,,,,,,,,,,,,,,,,,290.2,11,695,41.8,,,,,,,0.4176,0.2727
WDS_Sand_Pine,SD-26,107,4,5,5,21,,5.3,,5.3,5,,5.1,,,,,,,,,,,,,,,,,,,,,386.2,16,960.6,58.2,,,,,,,0.402,0.2794
WDS_Sand_Pine,SD-26,107,5,1,1,1,,11.8,,11.8,11,,11,,,,,,,,,,,,,,,,,,,,,901.8,109,1970.6,187.2,,,,,,,0.4576,0.5813
WDS_Sand_Pine,SD-26,107,5,2,2,6,,9.9,,9.9,9,,9.4,,,,,,,,,,,,,,,,,,,,,828.4,89,1909,183.2,,,,,,,0.4339,0.4838
WDS_Sand_Pine,SD-26,107,5,3,3,11,,9.5,,9.5,9,,9.3,,,,,,,,,,,,,,,,,,,,,625.2,24,1453.2,65.8,,,,,,,0.4302,0.3593
WDS_Sand_Pine,SD-26,107,5,4,4,16,,8.7,,8.7,8,,8.4,,,,,,,,,,,,,,,,,,,,,789.8,28,1969.8,80.6,,,,,,,0.401,0.3471
WDS_Sand_Pine,SD-26,107,5,5,5,21,,8.2,,8.2,8,,8,,,,,,,,,,,,,,,,,,,,,675.2,25,1867.6,83.4,,,,,,,0.3615,0.3048
WDS_Sand_Pine,SD-26,107,5,6,6,26,,7.6,,7.6,7,,7.3,,,,,,,,,,,,,,,,,,,,,439.2,10,1190.4,39.8,,,,,,,0.369,0.2633
WDS_Sand_Pine,SD-26,107,5,7,7,31,,7.1,,7.1,7,,6.8,,,,,,,,,,,,,,,,,,,,,324.4,12,939.4,45.2,,,,,,,0.3453,0.2562
WDS_Sand_Pine,SD-26,107,5,8,8,36,,5.9,,5.9,6,,5.6,,,,,,,,,,,,,,,,,,,,,282.8,15,843,53.8,,,,,,,0.3355,0.2747
WDS_Sand_Pine,SD-26,107,5,9,9,41,,4.4,,4.4,4,,4.2,,,,,,,,,,,,,,,,,,,,,187.2,10,577.2,36.4,,,,,,,0.3243,0.2791
WDS_Sand_Pine,SD-26,107,6,1,1,1,,6.4,,6.4,6,,6,,,,,,,,,,,,,,,,,,,,,425.2,36,802.2,70,,,,,,,0.53,0.5191
WDS_Sand_Pine,SD-26,107,6,2,2,6,,5.2,,5.2,5,,5,,,,,,,,,,,,,,,,,,,,,353.6,27,693.2,61.6,,,,,,,0.5101,0.4396
WDS_Sand_Pine,SD-26,107,6,3,3,11,,4.9,,4.9,5,,4.7,,,,,,,,,,,,,,,,,,,,,269.4,20,552.4,48.4,,,,,,,0.4877,0.4091
WDS_Sand_Pine,SD-26,107,6,4,4,16,,4.3,,4.3,4,,4.2,,,,,,,,,,,,,,,,,,,,,275,12,602.2,37.2,,,,,,,0.4567,0.3097
WDS_Sand_Pine,SD-26,107,6,5,5,21,,4,,4,4,,3.9,,,,,,,,,,,,,,,,,,,,,248.8,10,537,35.8,,,,,,,0.4633,0.286
WDS_Sand_Pine,SD-26,107,6,6,6,26,,3.5,,3.5,3,,3.4,,,,,,,,,,,,,,,,,,,,,176.8,7,369.2,23.4,,,,,,,0.4789,0.2829
WDS_Sand_Pine,SD-26,107,7,1,1,1,,7.4,,7.4,7,,6.8,,,,,,,,,,,,,,,,,,,,,449,29,700.2,53.8,,,,,,,0.6412,0.5401
WDS_Sand_Pine,SD-26,107,7,2,2,6,,6,,6,6,,5.6,,,,,,,,,,,,,,,,,,,,,226,20,448,44.2,,,,,,,0.5045,0.4421
WDS_Sand_Pine,SD-26,107,7,3,3,11,,5.2,,5.2,5,,5,,,,,,,,,,,,,,,,,,,,,303.8,12,646.2,38.4,,,,,,,0.4701,0.3156
WDS_Sand_Pine,SD-26,107,7,4,4,16,,4.8,,4.8,5,,4.6,,,,,,,,,,,,,,,,,,,,,288,12,658.2,38.6,,,,,,,0.4376,0.3062
WDS_Sand_Pine,SD-26,107,7,5,5,21,,4.3,,4.3,4,,4.1,,,,,,,,,,,,,,,,,,,,,240.4,10,562.4,33.2,,,,,,,0.4275,0.3012
WDS_Sand_Pine,SD-26,107,7,6,6,26,,3.8,,3.8,4,,3.6,,,,,,,,,,,,,,,,,,,,,183.8,10,449.8,31.8,,,,,,,0.4086,0.3063
WDS_Sand_Pine,SD-26,107,8,1,1,1,,9.8,,9.8,9,,9,,,,,,,,,,,,,,,,,,,,,922.8,76,1637,134.6,,,,,,,0.5637,0.5623
WDS_Sand_Pine,SD-26,107,8,2,2,6,,8.5,,8.5,8,,8.1,,,,,,,,,,,,,,,,,,,,,789.2,42,1460.2,87.4,,,,,,,0.5405,0.4842
WDS_Sand_Pine,SD-26,107,8,3,3,11,,8.3,,8.3,8,,7.9,,,,,,,,,,,,,,,,,,,,,575.2,29,1039.6,73.6,,,,,,,0.5533,0.3905
WDS_Sand_Pine,SD-26,107,8,4,4,16,,7.3,,7.3,7,,7.1,,,,,,,,,,,,,,,,,,,,,487.4,21,999.8,66.8,,,,,,,0.4875,0.312
WDS_Sand_Pine,SD-26,107,8,5,5,21,,6.8,,6.8,7,,6.6,,,,,,,,,,,,,,,,,,,,,452.8,17,982.2,51,,,,,,,0.461,0.3388
WDS_Sand_Pine,SD-26,107,8,6,6,26,,6.3,,6.3,6,,6.1,,,,,,,,,,,,,,,,,,,,,342,18,755.6,61.8,,,,,,,0.4526,0.2935
WDS_Sand_Pine,SD-26,107,8,8,8,31,,4.2,,4.2,4,,4,,,,,,,,,,,,,,,,,,,,,208.8,14,450.6,46.2,,,,,,,0.4634,0.2991
WDS_Sand_Pine,SD-26,107,9,1,1,1,,6.9,,6.9,6,,6.1,,,,,,,,,,,,,,,,,,,,,501.8,47,920.8,78.2,,,,,,,0.545,0.5967
WDS_Sand_Pine,SD-26,107,9,2,2,6,,5.6,,5.6,5,,5.3,,,,,,,,,,,,,,,,,,,,,433.4,34,849.6,68.4,,,,,,,0.5101,0.4936
WDS_Sand_Pine,SD-26,107,9,3,3,11,,5.1,,5.1,5,,4.9,,,,,,,,,,,,,,,,,,,,,370.8,10,749.2,29,,,,,,,0.4949,0.3434
WDS_Sand_Pine,SD-26,107,9,4,4,16,,4.2,,4.2,4,,4.1,,,,,,,,,,,,,,,,,,,,,254.8,7,539.6,25.4,,,,,,,0.4722,0.2866
WDS_Sand_Pine,SD-26,107,9,5,5,21,,3.6,,3.6,4,,3.5,,,,,,,,,,,,,,,,,,,,,210,6,452.8,19.2,,,,,,,0.4638,0.3083
WDS_Sand_Pine,SD-27,107,1,1,1,1,,10.3,,10.3,9,,9.4,,,,,,,,,,,,,,,,,,,,,1707.8,122,3205.2,273.4,,,,,,,0.5328,0.4471
WDS_Sand_Pine,SD-27,107,1,2,2,6,,8.8,,8.8,8,,8.4,,,,,,,,,,,,,,,,,,,,,842.2,53,1650.3,125.8,,,,,,,0.5103,0.4194
WDS_Sand_Pine,SD-27,107,1,3,3,11,,8.3,,8.3,8,,8,,,,,,,,,,,,,,,,,,,,,890,39,1834.4,110.2,,,,,,,0.4852,0.3563
WDS_Sand_Pine,SD-27,107,1,4,4,16,,8.1,,8.1,8,,7.9,,,,,,,,,,,,,,,,,,,,,500.8,17,1048.4,59,,,,,,,0.4777,0.2949
WDS_Sand_Pine,SD-27,107,1,5,5,21,,7.5,,7.5,7,,7.3,,,,,,,,,,,,,,,,,,,,,640.6,21,1361.6,73.8,,,,,,,0.4705,0.2829
WDS_Sand_Pine,SD-27,107,1,6,6,26,,7.1,,7.1,7,,6.9,,,,,,,,,,,,,,,,,,,,,476.2,16,1056.4,57.2,,,,,,,0.4508,0.2794
WDS_Sand_Pine,SD-27,107,1,7,7,31,,6.6,,6.6,6,,6.4,,,,,,,,,,,,,,,,,,,,,256.8,15,595.2,52.6,,,,,,,0.4315,0.2768
WDS_Sand_Pine,SD-27,107,1,8,8,36,,6.1,,6.1,6,,5.8,,,,,,,,,,,,,,,,,,,,,330,11,751.2,44.2,,,,,,,0.4393,0.2543
WDS_Sand_Pine,SD-27,107,1,9,9,41,,4.8,,4.8,5,,4.6,,,,,,,,,,,,,,,,,,,,,220.2,13,526,46,,,,,,,0.4186,0.2822
WDS_Sand_Pine,SD-27,107,10,1,1,1,,9.4,,9.4,9,,8.9,,,,,,,,,,,,,,,,,,,,,1278,126,2280.6,216.4,,,,,,,0.5604,0.5833
WDS_Sand_Pine,SD-27,107,10,2,2,6,,8.7,,8.7,8,,7.7,,,,,,,,,,,,,,,,,,,,,729.2,65,1391.4,134.2,,,,,,,0.5241,0.4857
WDS_Sand_Pine,SD-27,107,10,3,3,11,,7.6,,7.6,7,,7.4,,,,,,,,,,,,,,,,,,,,,926.4,34,1827.4,97.4,,,,,,,0.5069,0.3505
WDS_Sand_Pine,SD-27,107,10,4,4,16,,7,,7,7,,6.8,,,,,,,,,,,,,,,,,,,,,643.4,24,1385,73.4,,,,,,,0.4645,0.3294
WDS_Sand_Pine,SD-27,107,10,5,5,21,,6.6,,6.6,6,,6.4,,,,,,,,,,,,,,,,,,,,,393.4,13,851,41.6,,,,,,,0.4623,0.3236
WDS_Sand_Pine,SD-27,107,10,6,6,26,,6.1,,6.1,6,,6,,,,,,,,,,,,,,,,,,,,,297.8,10,640.6,33.8,,,,,,,0.4649,0.2964
WDS_Sand_Pine,SD-27,107,10,7,7,31,,5.7,,5.7,6,,5.5,,,,,,,,,,,,,,,,,,,,,272,11,630.8,37.8,,,,,,,0.4312,0.2979
WDS_Sand_Pine,SD-27,107,10,8,8,36,,5.1,,5.1,5,,4.8,,,,,,,,,,,,,,,,,,,,,176,10,410.4,32.2,,,,,,,0.4288,0.2957
WDS_Sand_Pine,SD-27,107,10,9,9,41,,4,,4,4,,3.8,,,,,,,,,,,,,,,,,,,,,133.6,11,338.2,35,,,,,,,0.395,0.3171
WDS_Sand_Pine,SD-27,107,11,1,1,1,,8.7,,8.7,8,,7.9,,,,,,,,,,,,,,,,,,,,,1029.8,89,1835.8,146,,,,,,,0.561,0.6129
WDS_Sand_Pine,SD-27,107,11,2,2,6,,7.2,,7.2,7,,7,,,,,,,,,,,,,,,,,,,,,701.6,23,1261.2,64.4,,,,,,,0.5563,0.3568
WDS_Sand_Pine,SD-27,107,11,3,3,11,,6.9,,6.9,7,,6.6,,,,,,,,,,,,,,,,,,,,,517.2,15,1003,44.8,,,,,,,0.5157,0.3254
WDS_Sand_Pine,SD-27,107,11,4,4,16,,6.6,,6.6,6,,6.2,,,,,,,,,,,,,,,,,,,,,388.2,10,807.4,38.8,,,,,,,0.4808,0.2526
WDS_Sand_Pine,SD-27,107,11,5,5,21,,6,,6,6,,5.9,,,,,,,,,,,,,,,,,,,,,460.8,12,1005.4,51,,,,,,,0.4583,0.2435
WDS_Sand_Pine,SD-27,107,11,6,6,26,,5.5,,5.5,5,,5.4,,,,,,,,,,,,,,,,,,,,,381.4,12,847.2,48.6,,,,,,,0.4502,0.2416
WDS_Sand_Pine,SD-27,107,11,7,7,31,,5,,5,5,,4.9,,,,,,,,,,,,,,,,,,,,,221,8,512.4,31.8,,,,,,,0.4313,0.2516
WDS_Sand_Pine,SD-27,107,11,8,8,36,,4.6,,4.6,4,,4.4,,,,,,,,,,,,,,,,,,,,,215,10,513.4,39.4,,,,,,,0.4188,0.2497
WDS_Sand_Pine,SD-27,107,12,1,1,1,,9.7,,9.7,9,,9,,,,,,,,,,,,,,,,,,,,,1397.6,139,2482.8,257.6,,,,,,,0.5629,0.5385
WDS_Sand_Pine,SD-27,107,12,2,2,6,,8.5,,8.5,8,,8.2,,,,,,,,,,,,,,,,,,,,,1082.2,63,2080.4,132.8,,,,,,,0.5202,0.4736
WDS_Sand_Pine,SD-27,107,12,3,3,11,,8.1,,8.1,8,,7.9,,,,,,,,,,,,,,,,,,,,,773.6,18,1596.4,61.8,,,,,,,0.4846,0.2984
WDS_Sand_Pine,SD-27,107,12,4,4,16,,8,,8,8,,7.8,,,,,,,,,,,,,,,,,,,,,723.8,17,1502.2,56.4,,,,,,,0.4818,0.3064
WDS_Sand_Pine,SD-27,107,12,5,5,21,,7.5,,7.5,7,,7.2,,,,,,,,,,,,,,,,,,,,,685,18,1502,61.2,,,,,,,0.4561,0.3016
WDS_Sand_Pine,SD-27,107,12,6,6,26,,6.9,,6.9,7,,6.8,,,,,,,,,,,,,,,,,,,,,563.8,12,1243,41,,,,,,,0.4536,0.2902
WDS_Sand_Pine,SD-27,107,12,7,7,31,,6.5,,6.5,6,,6.1,,,,,,,,,,,,,,,,,,,,,447,14,955.8,51.8,,,,,,,0.4677,0.2772
WDS_Sand_Pine,SD-27,107,12,8,8,36,,5.5,,5.5,5,,5.3,,,,,,,,,,,,,,,,,,,,,444.6,17,994.8,59,,,,,,,0.4469,0.2834
WDS_Sand_Pine,SD-27,107,12,9,9,41,,3.7,,3.7,4,,3.5,,,,,,,,,,,,,,,,,,,,,126.6,6,313.2,22.8,,,,,,,0.4042,0.2825
WDS_Sand_Pine,SD-27,107,13,1,1,1,,6.5,,6.5,6,,6.1,,,,,,,,,,,,,,,,,,,,,457.8,23,800.2,49.2,,,,,,,0.5721,0.4614
WDS_Sand_Pine,SD-27,107,13,2,2,6,,5.2,,5.2,5,,5.1,,,,,,,,,,,,,,,,,,,,,366.2,13,700.8,39.6,,,,,,,0.5225,0.3404
WDS_Sand_Pine,SD-27,107,13,3,3,11,,4.7,,4.7,5,,4.6,,,,,,,,,,,,,,,,,,,,,323.8,10,672.2,36.6,,,,,,,0.4817,0.2683
WDS_Sand_Pine,SD-27,107,13,4,4,16,,4.6,,4.6,4,,4.4,,,,,,,,,,,,,,,,,,,,,297,6,611.8,23.8,,,,,,,0.4855,0.2504
WDS_Sand_Pine,SD-27,107,13,5,5,21,,4,,4,4,,3.9,,,,,,,,,,,,,,,,,,,,,172,5,369.8,18.2,,,,,,,0.4651,0.267
WDS_Sand_Pine,SD-27,107,14,1,1,1,,8.5,,8.5,8,,7.8,,,,,,,,,,,,,,,,,,,,,917.2,107,1570.8,221.8,,,,,,,0.5839,0.4827
WDS_Sand_Pine,SD-27,107,14,2,2,6,,7.7,,7.7,7,,7.3,,,,,,,,,,,,,,,,,,,,,772.2,56,1300.4,112,,,,,,,0.5938,0.5009
WDS_Sand_Pine,SD-27,107,14,3,3,11,,7.1,,7.1,7,,6.8,,,,,,,,,,,,,,,,,,,,,664.8,18,1178.8,50.2,,,,,,,0.564,0.3598
WDS_Sand_Pine,SD-27,107,14,4,4,16,,6.6,,6.6,6,,6.4,,,,,,,,,,,,,,,,,,,,,504.2,15,945.6,47.8,,,,,,,0.5332,0.3218
WDS_Sand_Pine,SD-27,107,14,5,5,21,,6.2,,6.2,6,,6,,,,,,,,,,,,,,,,,,,,,466,12,870.2,39.8,,,,,,,0.5355,0.2899
WDS_Sand_Pine,SD-27,107,14,6,6,26,,5.5,,5.5,5,,5.4,,,,,,,,,,,,,,,,,,,,,322.2,10,633.4,35.4,,,,,,,0.5087,0.2859
WDS_Sand_Pine,SD-27,107,14,7,7,31,,4.8,,4.8,5,,4.7,,,,,,,,,,,,,,,,,,,,,153,5,326.4,18.4,,,,,,,0.4688,0.275
WDS_Sand_Pine,SD-27,107,14,8,8,36,,4,,4,4,,3.9,,,,,,,,,,,,,,,,,,,,,175,8,391,26,,,,,,,0.4476,0.2885
WDS_Sand_Pine,SD-27,107,15,1,1,1,,9.4,,9.4,9,,8.6,,,,,,,,,,,,,,,,,,,,,1210,75,2118.4,155.8,,,,,,,0.5712,0.4806
WDS_Sand_Pine,SD-27,107,15,2,2,6,,8.3,,8.3,8,,7.8,,,,,,,,,,,,,,,,,,,,,890.6,45,1613.4,105,,,,,,,0.552,0.4251
WDS_Sand_Pine,SD-27,107,15,3,3,11,,7.8,,7.8,8,,7.6,,,,,,,,,,,,,,,,,,,,,853.8,30,1568.4,78.8,,,,,,,0.5444,0.3855
WDS_Sand_Pine,SD-27,107,15,4,4,16,,7.5,,7.5,7,,7.3,,,,,,,,,,,,,,,,,,,,,699.6,25,1352.8,71.2,,,,,,,0.5171,0.348
WDS_Sand_Pine,SD-27,107,15,5,5,21,,7,,7,7,,6.9,,,,,,,,,,,,,,,,,,,,,564.2,16,1082.1,52.4,,,,,,,0.5214,0.3122
WDS_Sand_Pine,SD-27,107,15,6,6,26,,6.3,,6.3,6,,6.1,,,,,,,,,,,,,,,,,,,,,527.4,19,1071,60.2,,,,,,,0.4924,0.3136
WDS_Sand_Pine,SD-27,107,15,7,7,31,,5.7,,5.7,6,,5.5,,,,,,,,,,,,,,,,,,,,,351.4,14,716.6,45.2,,,,,,,0.4904,0.3093
WDS_Sand_Pine,SD-27,107,15,8,8,36,,4.8,,4.8,5,,4.6,,,,,,,,,,,,,,,,,,,,,217.4,9,446.8,29.6,,,,,,,0.4866,0.2885
WDS_Sand_Pine,SD-27,107,15,9,9,41,,4,,4,4,,3.8,,,,,,,,,,,,,,,,,,,,,137.8,7,295.8,24.8,,,,,,,0.4659,0.2774
WDS_Sand_Pine,SD-27,107,16,1,1,1,,10.3,,10.3,10,,9.8,,,,,,,,,,,,,,,,,,,,,698.2,75,1502,148.4,,,,,,,0.4648,0.508
WDS_Sand_Pine,SD-27,107,16,2,2,11,,9,,9,9,,8.6,,,,,,,,,,,,,,,,,,,,,1132.4,84,2403,181.2,,,,,,,0.4712,0.4638
WDS_Sand_Pine,SD-27,107,16,3,3,16,,8.7,,8.7,8,,8.4,,,,,,,,,,,,,,,,,,,,,978.2,43,2000.4,121.2,,,,,,,0.489,0.3515
WDS_Sand_Pine,SD-27,107,16,4,4,21,,8.4,,8.4,8,,8,,,,,,,,,,,,,,,,,,,,,644.6,19,1539.8,56.2,,,,,,,0.4186,0.3317
WDS_Sand_Pine,SD-27,107,16,5,5,26,,7.9,,7.9,8,,7.8,,,,,,,,,,,,,,,,,,,,,715.6,12,1787.4,43.8,,,,,,,0.4004,0.2763
WDS_Sand_Pine,SD-27,107,16,6,6,31,,7.4,,7.4,7,,7.2,,,,,,,,,,,,,,,,,,,,,641,22,1613.2,72.2,,,,,,,0.3973,0.3014
WDS_Sand_Pine,SD-27,107,16,7,7,36,,6.7,,6.7,6,,6.5,,,,,,,,,,,,,,,,,,,,,248.8,8,669.6,28.8,,,,,,,0.3716,0.2889
WDS_Sand_Pine,SD-27,107,16,8,8,41,,6.2,,6.2,6,,6,,,,,,,,,,,,,,,,,,,,,248.8,11,586.6,39.2,,,,,,,0.4241,0.2781
WDS_Sand_Pine,SD-27,107,16,9,9,46,,5.3,,5.3,5,,5.1,,,,,,,,,,,,,,,,,,,,,157.4,9,435.2,29.6,,,,,,,0.3617,0.3014
WDS_Sand_Pine,SD-27,107,16,10,10,6,,4.3,,4.3,4,,4.1,,,,,,,,,,,,,,,,,,,,,162,7,385.8,26.2,,,,,,,0.4199,0.2733
WDS_Sand_Pine,SD-27,107,17,1,1,1,,7.1,,7.1,7,,6.6,,,,,,,,,,,,,,,,,,,,,617.2,56,1054,110.8,,,,,,,0.5856,0.5099
WDS_Sand_Pine,SD-27,107,17,2,2,6,,6.2,,6.2,6,,6,,,,,,,,,,,,,,,,,,,,,571.8,26,1035.6,59,,,,,,,0.5521,0.4363
WDS_Sand_Pine,SD-27,107,17,3,3,11,,5.9,,5.9,6,,5.6,,,,,,,,,,,,,,,,,,,,,357,12,667.6,33,,,,,,,0.5348,0.3545
WDS_Sand_Pine,SD-27,107,17,4,4,16,,5.3,,5.3,5,,5.1,,,,,,,,,,,,,,,,,,,,,368.2,12,735.4,35.8,,,,,,,0.5007,0.3263
WDS_Sand_Pine,SD-27,107,17,5,5,21,,4.9,,4.9,5,,4.8,,,,,,,,,,,,,,,,,,,,,258.2,8,522.8,24.2,,,,,,,0.4939,0.3182
WDS_Sand_Pine,SD-27,107,17,6,6,26,,4.4,,4.4,4,,4.3,,,,,,,,,,,,,,,,,,,,,158.2,5,353.6,19.2,,,,,,,0.4474,0.276
WDS_Sand_Pine,SD-27,107,17,7,7,31,,3.8,,3.8,4,,3.7,,,,,,,,,,,,,,,,,,,,,160.2,7,372.8,28.8,,,,,,,0.4297,0.2458
WDS_Sand_Pine,SD-27,107,18,1,1,1,,6.6,,6.6,6,,6.2,,,,,,,,,,,,,,,,,,,,,471.8,92,864.8,157,,,,,,,0.5456,0.5876
WDS_Sand_Pine,SD-27,107,18,2,2,6,,5.4,,5.4,5,,5.2,,,,,,,,,,,,,,,,,,,,,347.2,18,643,46.6,,,,,,,0.54,0.385
WDS_Sand_Pine,SD-27,107,18,3,3,11,,5.3,,5.3,5,,5.1,,,,,,,,,,,,,,,,,,,,,307,6,544.2,21.2,,,,,,,0.5641,0.3066
WDS_Sand_Pine,SD-27,107,18,4,4,16,,4.8,,4.8,5,,4.7,,,,,,,,,,,,,,,,,,,,,228.8,8,482.8,24.8,,,,,,,0.4739,0.3153
WDS_Sand_Pine,SD-27,107,18,5,5,21,,4.3,,4.3,4,,4.1,,,,,,,,,,,,,,,,,,,,,169.4,8,371.6,29.6,,,,,,,0.4559,0.2858
WDS_Sand_Pine,SD-27,107,18,6,6,26,,3.8,,3.8,4,,3.6,,,,,,,,,,,,,,,,,,,,,134.2,7,322.2,22.8,,,,,,,0.4165,0.2868
WDS_Sand_Pine,SD-27,107,18,7,7,31,,3.3,,3.3,3,,3.1,,,,,,,,,,,,,,,,,,,,,98.2,7,230.8,23,,,,,,,0.4255,0.2974
WDS_Sand_Pine,SD-27,107,19,1,1,1,,6.7,,6.7,6,,6.1,,,,,,,,,,,,,,,,,,,,,447.2,60,861.4,125.8,,,,,,,0.5192,0.4766
WDS_Sand_Pine,SD-27,107,19,2,2,6,,5.8,,5.8,6,,5.6,,,,,,,,,,,,,,,,,,,,,442.2,27,840.2,64.8,,,,,,,0.5263,0.416
WDS_Sand_Pine,SD-27,107,19,3,3,11,,5.4,,5.4,5,,5.3,,,,,,,,,,,,,,,,,,,,,431.8,15,843,44.8,,,,,,,0.5122,0.3246
WDS_Sand_Pine,SD-27,107,19,4,4,16,,5.3,,5.3,5,,5.2,,,,,,,,,,,,,,,,,,,,,255.2,9,549.2,29.6,,,,,,,0.4647,0.2899
WDS_Sand_Pine,SD-27,107,19,5,5,21,,5,,5,5,,4.8,,,,,,,,,,,,,,,,,,,,,237,9,504.6,34,,,,,,,0.4697,0.2694
WDS_Sand_Pine,SD-27,107,19,6,6,26,,4.6,,4.6,4,,4.4,,,,,,,,,,,,,,,,,,,,,234,9,504,33.5,,,,,,,0.4643,0.2663
WDS_Sand_Pine,SD-27,107,19,7,7,31,,4.2,,4.2,4,,4.1,,,,,,,,,,,,,,,,,,,,,155,8,390,31.8,,,,,,,0.3974,0.2629
WDS_Sand_Pine,SD-27,107,19,8,8,36,,3.6,,3.6,4,,3.5,,,,,,,,,,,,,,,,,,,,,124,9,339,32.8,,,,,,,0.3658,0.289
WDS_Sand_Pine,SD-27,107,2,1,1,1,,8.8,,8.8,8,,7.9,,,,,,,,,,,,,,,,,,,,,768.2,64,1289.8,113.6,,,,,,,0.5956,0.5597
WDS_Sand_Pine,SD-27,107,2,2,2,6,,6.8,,6.8,6,,6.4,,,,,,,,,,,,,,,,,,,,,698.2,38,1262.4,84.2,,,,,,,0.5531,0.4513
WDS_Sand_Pine,SD-27,107,2,3,3,11,,6.3,,6.3,6,,6.1,,,,,,,,,,,,,,,,,,,,,519.8,24,1000.8,60,,,,,,,0.5194,0.3997
WDS_Sand_Pine,SD-27,107,2,4,4,16,,6,,6,6,,5.8,,,,,,,,,,,,,,,,,,,,,394.2,14,761.6,42.2,,,,,,,0.5176,0.3256
WDS_Sand_Pine,SD-27,107,2,5,5,21,,5.8,,5.8,6,,5.6,,,,,,,,,,,,,,,,,,,,,345.8,12,692.4,62.8,,,,,,,0.4994,0.1834
WDS_Sand_Pine,SD-27,107,2,6,6,26,,5.2,,5.2,5,,5,,,,,,,,,,,,,,,,,,,,,267.4,10,570,33.8,,,,,,,0.4691,0.2893
WDS_Sand_Pine,SD-27,107,2,7,7,31,,4.8,,4.8,5,,4.6,,,,,,,,,,,,,,,,,,,,,236.4,11,546.2,36,,,,,,,0.4328,0.2928
WDS_Sand_Pine,SD-27,107,2,8,8,36,,4.2,,4.2,4,,4,,,,,,,,,,,,,,,,,,,,,187.2,6,379.4,23.2,,,,,,,0.4934,0.2741
WDS_Sand_Pine,SD-27,107,20,1,1,1,,11.3,,11.3,10,,10.3,,,,,,,,,,,,,,,,,,,,,1460.2,193,2873.6,366,,,,,,,0.5081,0.5281
WDS_Sand_Pine,SD-27,107,20,2,2,6,,9.8,,9.8,9,,9.3,,,,,,,,,,,,,,,,,,,,,675.2,66,1403.8,126.8,,,,,,,0.481,0.5185
WDS_Sand_Pine,SD-27,107,20,3,3,11,,9.2,,9.2,9,,8.9,,,,,,,,,,,,,,,,,,,,,576,25,1306.2,69.4,,,,,,,0.441,0.3634
