author,year,loc,spcd,common_name,sample_size,st_meand_bh,st_mind_bh,st_maxd_bh,lat,lon,prec,lat_lon_der,loc_desc,state
Kozak,,1_003_010,263,,1,20,20,20,,,,,,
Kozak,,1_003_040,242,,3,36.3,26.8,42.8,,,,,,
Kozak,,1_003_040,263,,1,21.9,21.9,21.9,,,,,,
Kozak,,1_006_020,242,,2,15.5,11.4,19.6,,,,,,
Kozak,,1_009_010,42,,1,5.7,5.7,5.7,,,,,,
Kozak,,1_009_010,263,,1,16,16,16,,,,,,
Kozak,,1_009_020,242,,1,36.6,36.6,36.6,,,,,,
Kozak,,1_009_020,263,,1,6.6,6.6,6.6,,,,,,
Kozak,,1_009_030,42,,1,14.2,14.2,14.2,,,,,,
Kozak,,1_010_010,263,,1,8.3,8.3,8.3,,,,,,
Kozak,,1_010_030,263,,1,13,13,13,,,,,,
Kozak,,1_010_040,42,,1,8.6,8.6,8.6,,,,,,
Kozak,,1_010_040,242,,1,29.5,29.5,29.5,,,,,,
Kozak,,1_011_020,263,,1,18.7,18.7,18.7,,,,,,
Kozak,,1_012_010,263,,1,20.2,20.2,20.2,,,,,,
Kozak,,1_012_020,90,,1,11.7,11.7,11.7,,,,,,
Kozak,,1_014_020,42,,1,20.6,20.6,20.6,,,,,,
Kozak,,1_014_030,242,,1,5.8,5.8,5.8,,,,,,
Kozak,,1_014_030,263,,2,19,10,28,,,,,,
Kozak,,1_014_040,42,,2,14,11.1,17,,,,,,
Kozak,,1_016_020,242,,1,5.4,5.4,5.4,,,,,,
Kozak,,1_016_020,263,,1,9.3,9.3,9.3,,,,,,
Kozak,,1_016_030,242,,1,22.2,22.2,22.2,,,,,,
Kozak,,1_016_040,242,,1,18.5,18.5,18.5,,,,,,
Kozak,,1_016_040,263,,1,22.4,22.4,22.4,,,,,,
Kozak,,1_017_010,263,,2,15.8,6.7,25,,,,,,
Kozak,,1_017_020,242,,1,35.1,35.1,35.1,,,,,,
Kozak,,1_017_020,263,,1,18.3,18.3,18.3,,,,,,
Kozak,,1_018_020,90,,1,56.5,56.5,56.5,,,,,,
Kozak,,1_018_030,263,,1,29.1,29.1,29.1,,,,,,
Kozak,,1_018_040,263,,1,34.1,34.1,34.1,,,,,,
Kozak,,1_019_020,263,,2,46.6,45.6,47.7,,,,,,
Kozak,,1_019_030,263,,1,32.4,32.4,32.4,,,,,,
Kozak,,1_023_020,263,,1,36.8,36.8,36.8,,,,,,
Kozak,,1_023_030,263,,2,20.6,15,26.3,,,,,,
Kozak,,1_023_040,263,,1,39.7,39.7,39.7,,,,,,
Kozak,,1_025_020,263,,1,36,36,36,,,,,,
Kozak,,1_025_040,10,,2,22.6,17.8,27.4,,,,,,
Kozak,,20_002_053,101,,35,16.7,6,23.8,,,,,,
Kozak,,20_003_048,10,,20,8.3,5.2,11.7,,,,,,
Kozak,,20_003_048,90,,3,18.9,11.4,25,,,,,,
Kozak,,20_003_050,10,,8,10.8,9.3,15.2,,,,,,
Kozak,,20_003_050,90,,17,11.2,6.9,16.2,,,,,,
Kozak,,20_003_050,101,,1,7.4,7.4,7.4,,,,,,
Kozak,,20_003_050,108,,26,12.3,8.9,15.9,,,,,,
Kozak,,20_003_050,202,,4,9.7,8.9,11.7,,,,,,
Kozak,,20_003_053,10,,30,8.9,4.8,14.4,,,,,,
Kozak,,20_003_053,90,,19,14.2,9.3,22.2,,,,,,
Kozak,,20_003_053,108,,37,12.7,9.1,17.8,,,,,,
Kozak,,20_003_055,10,,5,15.5,8.2,21.8,,,,,,
Kozak,,20_003_055,90,,16,25.3,19.5,30.2,,,,,,
Kozak,,20_005_048,10,,23,8.8,5.2,16.3,,,,,,
Kozak,,20_005_048,90,,5,10.2,5.8,14.6,,,,,,
Kozak,,20_07_666,242,,1,35.6,35.6,35.6,,,,,,
Kozak,,20_07_666,263,,1,37.5,37.5,37.5,,,,,,
Kozak,,20_08_670,242,,4,44.3,10,57.5,,,,,,
Kozak,,20_08_670,263,,3,16.1,11.9,20.8,,,,,,
Kozak,,20_09_667,90,,2,46.4,30,62.8,,,,,,
Kozak,,20_09_667,242,,1,61.6,61.6,61.6,,,,,,
Kozak,,20_09_667,263,,4,19.3,12.4,28.8,,,,,,
Kozak,,20_09_668,42,,3,25.2,18.9,29,,,,,,
Kozak,,20_09_668,90,,4,37.5,20.9,60.2,,,,,,
Kozak,,20_09_668,242,,1,13.3,13.3,13.3,,,,,,
Kozak,,20_09_668,263,,11,33.1,8.6,47.5,,,,,,
Kozak,,20_11_667,42,,7,19.9,7.4,34.8,,,,,,
Kozak,,20_11_667,242,,2,21.4,17.7,25.2,,,,,,
Kozak,,20_16_667,42,,1,15.7,15.7,15.7,,,,,,
Kozak,,20_16_667,90,,4,24.7,13.7,41.6,,,,,,
Kozak,,20_16_667,263,,2,25.3,23,27.5,,,,,,
Kozak,,20_17_665,242,,2,50.1,41.4,58.8,,,,,,
Kozak,,20_17_665,263,,5,36.4,28,40.5,,,,,,
Kozak,,21_001_045,70,,7,11.8,7.8,17.4,,,,,,
Kozak,,21_001_046,70,,57,15.2,5.6,36.9,,,,,,
Kozak,,21_001_046,108,,2,13.1,9.8,16.4,,,,,,
Kozak,,21_002_050,10,,3,15.5,13.3,17,,,,,,
Kozak,,21_002_050,70,,1,16.8,16.8,16.8,,,,,,
Kozak,,21_002_050,90,,4,12.2,8.6,16.7,,,,,,
Kozak,,21_002_050,108,,3,12.2,11.7,13.1,,,,,,
Kozak,,21_002_050,202,,64,12.2,5.6,25,,,,,,
Kozak,,21_002_053,10,,22,13.9,11.1,16.6,,,,,,
Kozak,,21_005_053,10,,1,11.4,11.4,11.4,,,,,,
Kozak,,21_013_907,90,,40,10.3,5.2,19.4,,,,,,
Kozak,,21_013_907,202,,112,13.2,5.1,28.9,,,,,,
Kozak,,21_013_908,70,,3,15.4,10.1,18.1,,,,,,
Kozak,,21_013_908,108,,4,9.8,5.7,16.3,,,,,,
Kozak,,21_013_909,90,,1,16.6,16.6,16.6,,,,,,
Kozak,,21_013_909,370,,15,8.3,4.4,15,,,,,,
Kozak,,21_013_909,746,,3,9.6,7.1,13.7,,,,,,
Kozak,,21_013_909,747,,9,9.4,4.7,16.2,,,,,,
Kozak,,21_023_907,10,,44,7.6,5.2,14.3,,,,,,
Kozak,,21_023_907,90,,47,9.6,5,15.4,,,,,,
Kozak,,21_023_907,202,,49,13.3,5.2,32.4,,,,,,
Kozak,,21_023_907,242,,4,9.5,5.9,19.6,,,,,,
Kozak,,21_023_908,70,,67,10.4,5.2,21.4,,,,,,
Kozak,,21_023_908,100,,24,8.9,5.1,12.2,,,,,,
Kozak,,21_023_908,108,,48,7.9,5.1,13.7,,,,,,
Kozak,,21_023_909,70,,26,18,8.4,26.4,,,,,,
Kozak,,21_023_909,90,,75,8.2,2.6,18.4,,,,,,
Kozak,,21_023_909,100,,10,11.9,7.6,19.1,,,,,,
Kozak,,21_023_909,108,,10,3.7,3.1,4.4,,,,,,
Kozak,,21_023_909,202,,16,10.1,3.1,21.8,,,,,,
Kozak,,21_023_909,370,,37,8,5.2,13.5,,,,,,
Kozak,,21_023_909,746,,3,11.8,10.1,14.6,,,,,,
Kozak,,21_023_909,747,,1,5.2,5.2,5.2,,,,,,
Kozak,,21_026_903,108,,1,6.3,6.3,6.3,,,,,,
Kozak,,21_026_907,10,,21,7,5,12.6,,,,,,
Kozak,,21_026_907,90,,45,13.3,5.2,24.8,,,,,,
Kozak,,21_026_907,202,,166,13.4,5,28.6,,,,,,
Kozak,,21_026_907,242,,1,13.8,13.8,13.8,,,,,,
Kozak,,21_026_908,70,,163,14.3,5,32,,,,,,
Kozak,,21_026_908,90,,166,11.4,5,25.4,,,,,,
Kozak,,21_026_908,108,,102,6.9,5.1,15.8,,,,,,
Kozak,,21_026_909,70,,17,10.7,4.8,22,,,,,,
Kozak,,21_026_909,90,,15,7.6,2.9,11.7,,,,,,
Kozak,,21_026_909,108,,3,7.1,5.9,8.2,,,,,,
Kozak,,21_026_909,202,,47,5.6,1.7,14.4,,,,,,
Kozak,,21_026_909,370,,7,6.9,5.1,10.1,,,,,,
Kozak,,21_032_907,10,,8,9.9,5.3,15.2,,,,,,
Kozak,,21_032_907,202,,17,21.4,10.2,40.1,,,,,,
Kozak,,21_032_907,242,,26,12.2,5.9,21.2,,,,,,
Kozak,,21_032_908,90,,21,13.3,5.4,32.2,,,,,,
Kozak,,21_032_908,108,,6,11.6,8.5,15.3,,,,,,
Kozak,,21_032_909,70,,10,19.5,14.5,28,,,,,,
Kozak,,21_034_090,90,,1,25.4,25.4,25.4,,,,,,
Kozak,,21_034_208,90,,1,12.6,12.6,12.6,,,,,,
Kozak,,21_034_907,10,,39,8.4,5.1,15.3,,,,,,
Kozak,,21_034_907,202,,6,27.5,12.9,38.2,,,,,,
Kozak,,21_034_907,242,,132,17.1,5.1,48.7,,,,,,
Kozak,,21_034_908,90,,104,13.9,5.1,32,,,,,,
Kozak,,21_034_908,108,,4,13.3,9,15.2,,,,,,
Kozak,,21_034_909,10,,6,9,5.1,12.9,,,,,,
Kozak,,21_034_909,70,,38,19.9,11.4,32.2,,,,,,
Kozak,,21_034_909,90,,32,15.9,6.7,33.4,,,,,,
Kozak,,21_034_909,202,,30,20.6,8.6,46.5,,,,,,
Kozak,,21_034_909,746,,4,21.2,16.3,24.4,,,,,,
Kozak,,21_035_907,10,,48,7.7,5.1,18.2,,,,,,
Kozak,,21_035_907,202,,30,23.2,5.1,36.9,,,,,,
Kozak,,21_035_907,242,,60,9.4,5.1,28,,,,,,
Kozak,,21_035_908,90,,154,13.1,5,30.4,,,,,,
Kozak,,21_035_908,108,,2,11.2,10.6,11.9,,,,,,
Kozak,,21_035_909,70,,36,23.2,11.9,33.9,,,,,,
Kozak,,21_035_909,90,,3,32.7,30.4,34.1,,,,,,
Kozak,,21_035_909,202,,1,34,34,34,,,,,,
Kozak,,21_041_010,202,,2,23.2,19.8,26.5,,,,,,
Kozak,,21_041_020,90,,2,7.4,6.7,8.1,,,,,,
Kozak,,21_041_020,108,,3,8.6,7.4,10.4,,,,,,
Kozak,,21_041_020,202,,2,19.5,17.3,21.6,,,,,,
Kozak,,21_041_030,10,,1,9.7,9.7,9.7,,,,,,
Kozak,,21_041_030,108,,1,10,10,10,,,,,,
Kozak,,21_041_040,90,,1,5.4,5.4,5.4,,,,,,
Kozak,,22_004_010,202,,1,6.3,6.3,6.3,,,,,,
Kozak,,22_004_030,202,,2,15.3,10,20.7,,,,,,
Kozak,,22_005_010,202,,1,15.3,15.3,15.3,,,,,,
Kozak,,22_005_020,242,,1,8.7,8.7,8.7,,,,,,
Kozak,,22_005_030,90,,1,16.8,16.8,16.8,,,,,,
Kozak,,22_005_030,263,,1,15.1,15.1,15.1,,,,,,
Kozak,,22_006_010,10,,2,17.1,10.8,23.3,,,,,,
Kozak,,22_006_010,70,,1,7,7,7,,,,,,
Kozak,,22_006_010,90,,1,20.1,20.1,20.1,,,,,,
Kozak,,22_006_010,108,,1,10,10,10,,,,,,
Kozak,,22_006_010,263,,1,5.4,5.4,5.4,,,,,,
Kozak,,22_006_020,90,,1,7.8,7.8,7.8,,,,,,
Kozak,,22_006_020,202,,2,12.6,11.7,13.6,,,,,,
Kozak,,22_006_020,242,,1,14.1,14.1,14.1,,,,,,
Kozak,,22_006_030,10,,3,11.4,7.6,15.2,,,,,,
Kozak,,22_006_030,90,,1,14.7,14.7,14.7,,,,,,
Kozak,,22_006_030,202,,1,20.4,20.4,20.4,,,,,,
Kozak,,22_006_030,263,,1,21.2,21.2,21.2,,,,,,
Kozak,,22_006_030,746,,1,18.5,18.5,18.5,,,,,,
Kozak,,22_006_040,10,,3,7.3,5.5,8.2,,,,,,
Kozak,,22_006_040,70,,1,10,10,10,,,,,,
Kozak,,22_006_040,90,,5,27.2,9.1,40.2,,,,,,
Kozak,,22_006_040,242,,1,22.6,22.6,22.6,,,,,,
Kozak,,22_006_040,263,,1,9.3,9.3,9.3,,,,,,
Kozak,,22_007_010,70,,1,12.6,12.6,12.6,,,,,,
Kozak,,22_007_010,202,,1,8.8,8.8,8.8,,,,,,
Kozak,,22_007_020,202,,1,6.6,6.6,6.6,,,,,,
Kozak,,22_007_030,10,,1,9.8,9.8,9.8,,,,,,
Kozak,,22_007_030,90,,1,10,10,10,,,,,,
Kozak,,22_007_040,70,,3,14.8,12.8,17,,,,,,
Kozak,,22_007_040,90,,1,14,14,14,,,,,,
Kozak,,22_008_010,70,,3,14.4,13.2,16.1,,,,,,
Kozak,,22_008_020,10,,1,13.3,13.3,13.3,,,,,,
Kozak,,22_008_030,10,,1,16.8,16.8,16.8,,,,,,
Kozak,,22_008_040,242,,1,28.1,28.1,28.1,,,,,,
Kozak,,22_009_010,70,,1,34.2,34.2,34.2,,,,,,
Kozak,,22_009_010,90,,1,12,12,12,,,,,,
Kozak,,22_009_020,242,,1,9.6,9.6,9.6,,,,,,
Kozak,,22_009_030,70,,1,24.3,24.3,24.3,,,,,,
Kozak,,22_012_040,10,,1,10.8,10.8,10.8,,,,,,
Kozak,,22_014_010,202,,2,10.6,7,14.2,,,,,,
Kozak,,22_014_020,747,,1,15.6,15.6,15.6,,,,,,
Kozak,,22_014_040,202,,3,30.3,27.3,35.8,,,,,,
Kozak,,22_014_910,10,,1,8,8,8,,,,,,
Kozak,,22_014_910,70,,10,12.9,10.4,15.6,,,,,,
Kozak,,22_014_910,90,,3,11.5,9,13,,,,,,
Kozak,,22_014_910,119,,20,14.1,5.8,20.9,,,,,,
Kozak,,22_014_910,202,,35,11.9,5.6,17.8,,,,,,
Kozak,,22_014_910,242,,41,8.5,5.1,15.6,,,,,,
Kozak,,22_014_910,263,,45,9,5.2,15.7,,,,,,
Kozak,,22_014_910,370,,1,6.9,6.9,6.9,,,,,,
Kozak,,22_015_910,70,,2,10.9,10.2,11.6,,,,,,
Kozak,,22_015_910,90,,32,13.3,5.6,23,,,,,,
Kozak,,22_015_910,108,,1,13.3,13.3,13.3,,,,,,
Kozak,,22_015_910,119,,28,13.5,5.2,24.4,,,,,,
Kozak,,22_015_910,202,,10,11.4,7.2,19.5,,,,,,
Kozak,,22_015_910,242,,68,12.7,5.1,33,,,,,,
Kozak,,22_015_910,263,,208,9.4,5.1,36.3,,,,,,
Kozak,,22_016_029,242,,12,29.2,10.5,59.7,,,,,,
Kozak,,22_016_029,263,,10,18.2,14.9,22,,,,,,
Kozak,,22_016_910,90,,11,21,5.6,34.1,,,,,,
Kozak,,22_016_910,119,,5,31.8,20.6,41.5,,,,,,
Kozak,,22_016_910,202,,1,26.3,26.3,26.3,,,,,,
Kozak,,22_016_910,242,,63,23.4,5.4,62.4,,,,,,
Kozak,,22_016_910,263,,167,13.9,5,35.4,,,,,,
Kozak,,23_001_020,10,,1,11.1,11.1,11.1,,,,,,
Kozak,,23_001_020,70,,1,5.1,5.1,5.1,,,,,,
Kozak,,23_001_020,242,,1,6.4,6.4,6.4,,,,,,
Kozak,,23_001_030,70,,1,12.1,12.1,12.1,,,,,,
Kozak,,23_001_030,90,,1,7.4,7.4,7.4,,,,,,
Kozak,,23_001_040,10,,1,6.4,6.4,6.4,,,,,,
Kozak,,23_003_010,90,,3,15.9,7.2,23.9,,,,,,
Kozak,,23_003_020,10,,3,11.7,7.7,16.5,,,,,,
Kozak,,23_003_030,90,,2,15.3,12.2,18.3,,,,,,
Kozak,,23_003_040,10,,2,6.5,6,6.9,,,,,,
Kozak,,23_003_040,242,,1,18.5,18.5,18.5,,,,,,
Kozak,,23_003_052,10,,19,12.2,7.9,17.1,,,,,,
Kozak,,23_003_052,90,,4,19.3,14.5,23.7,,,,,,
Kozak,,23_003_054,10,,35,14.7,7,24.2,,,,,,
Kozak,,23_003_054,90,,17,20.2,8.4,29.5,,,,,,
Kozak,,23_011_911,90,,37,13.2,6.2,23,,,,,,
Kozak,,23_011_911,119,,83,11.1,2.8,25.4,,,,,,
Kozak,,23_011_911,242,,80,7.8,3,15.8,,,,,,
Kozak,,23_011_911,263,,80,6.6,2.7,13,,,,,,
Kozak,,23_011_911,370,,25,7.4,4.4,12.5,,,,,,
Kozak,,23_011_911,746,,41,5.2,2.6,8.9,,,,,,
Kozak,,23_011_911,747,,36,5.7,3.1,9.6,,,,,,
Kozak,,23_015_030,70,,1,14.2,14.2,14.2,,,,,,
Kozak,,23_016_020,90,,1,12.6,12.6,12.6,,,,,,
Kozak,,23_016_040,202,,2,14.7,12.1,17.2,,,,,,
Kozak,,23_017_010,90,,1,7.5,7.5,7.5,,,,,,
Kozak,,23_017_030,10,,1,6.9,6.9,6.9,,,,,,
Kozak,,23_017_030,263,,2,14.6,12.1,17.2,,,,,,
Kozak,,23_017_911,100,,103,23.1,7,44.4,,,,,,
Kozak,,23_017_911,202,,17,7.8,5.2,11,,,,,,
Kozak,,24_002_912,100,,20,5.7,2,9.3,,,,,,
Kozak,,24_002_912,108,,28,2.5,1.5,3.8,,,,,,
Kozak,,24_003_912,70,,40,2.3,1.6,4.3,,,,,,
Kozak,,24_003_912,100,,20,7.3,3.9,10.4,,,,,,
Kozak,,24_003_912,108,,42,2,1.6,3.3,,,,,,
Kozak,,24_007_806,108,,11,9.2,5.2,13.3,,,,,,
Kozak,,24_009_806,90,,44,14.4,7.2,22.9,,,,,,
Kozak,,24_009_806,108,,57,11.7,5.3,18.1,,,,,,
Kozak,,24_012_054,10,,18,12.9,8,21.1,,,,,,
Kozak,,24_012_054,90,,7,17.4,7.9,23.9,,,,,,
Kozak,,24_015_052,10,,17,11.5,7.2,18.3,,,,,,
Kozak,,24_015_052,90,,9,13.4,8.5,17.8,,,,,,
Kozak,,24_015_052,242,,5,16.5,9.9,21.5,,,,,,
Kozak,,24_015_052,263,,28,15.5,8.9,23.2,,,,,,
Kozak,,24_015_054,10,,27,10.4,6.9,17.2,,,,,,
Kozak,,24_015_054,90,,27,12.9,8.3,17,,,,,,
Kozak,,24_016_052,10,,9,12.5,8.2,18,,,,,,
Kozak,,24_016_052,90,,9,12.1,7.2,20,,,,,,
Kozak,,24_016_052,108,,8,13.4,9.4,16.2,,,,,,
Kozak,,24_016_052,119,,1,22,22,22,,,,,,
Kozak,,24_016_052,242,,1,11.4,11.4,11.4,,,,,,
Kozak,,24_016_054,10,,11,12.4,8.3,16.2,,,,,,
Kozak,,24_016_054,90,,13,17.2,13.2,22,,,,,,
Kozak,,24_017_911,10,,90,5.8,2.6,18.1,,,,,,
Kozak,,24_017_911,70,,17,19.2,6.1,31.1,,,,,,
Kozak,,24_017_911,90,,105,10.6,5.1,25.7,,,,,,
Kozak,,24_017_911,108,,16,8.6,5.4,15.2,,,,,,
Kozak,,24_017_911,202,,33,17.4,5.4,36.1,,,,,,
Kozak,,24_017_911,242,,3,5.8,5.4,6.1,,,,,,
Kozak,,24_017_911,370,,1,8,8,8,,,,,,
Kozak,,24_017_911,747,,1,13,13,13,,,,,,
Kozak,,24_017_912,90,,38,4,1.6,7,,,,,,
Kozak,,24_017_912,108,,70,4.5,1.5,7.6,,,,,,
Kozak,,24_017_912,370,,23,3.5,2,5.2,,,,,,
Kozak,,24_017_912,747,,29,3.2,1.9,4.9,,,,,,
Kozak,,25_001_058,10,,30,16.2,6.9,35.9,,,,,,
Kozak,,25_004_010,108,,1,11.6,11.6,11.6,,,,,,
Kozak,,25_004_010,202,,2,8.9,6.9,10.9,,,,,,
Kozak,,25_004_020,202,,1,11.9,11.9,11.9,,,,,,
Kozak,,25_004_040,202,,1,13.3,13.3,13.3,,,,,,
Kozak,,25_007_010,202,,2,10.9,10.8,11,,,,,,
Kozak,,25_009_010,202,,1,6.5,6.5,6.5,,,,,,
Kozak,,25_009_030,202,,3,13.8,13.3,14.4,,,,,,
Kozak,,25_009_040,202,,1,6.8,6.8,6.8,,,,,,
Kozak,,25_015_010,202,,1,5.6,5.6,5.6,,,,,,
Kozak,,25_015_020,202,,3,19.9,14.7,23.7,,,,,,
Kozak,,25_015_040,108,,3,6.1,5.4,7.5,,,,,,
Kozak,,25_015_040,202,,2,9.9,6.9,12.8,,,,,,
Kozak,,25_016_010,90,,1,7.1,7.1,7.1,,,,,,
Kozak,,25_017_020,202,,1,24.1,24.1,24.1,,,,,,
Kozak,,25_017_040,202,,2,23.8,22.1,25.4,,,,,,
Kozak,,25_027_020,202,,2,8.9,7.3,10.4,,,,,,
Kozak,,25_034_040,108,,1,9.5,9.5,9.5,,,,,,
Kozak,,25_034_912,202,,20,19.3,12.5,29.4,,,,,,
Kozak,,25_035_010,108,,2,6.9,4.9,8.9,,,,,,
Kozak,,25_040_030,108,,1,11.4,11.4,11.4,,,,,,
Kozak,,25_040_040,202,,1,5,5,5,,,,,,
Kozak,,25_041_010,10,,1,11.7,11.7,11.7,,,,,,
Kozak,,25_041_010,108,,1,10.8,10.8,10.8,,,,,,
Kozak,,25_041_030,90,,2,10.8,9.3,12.2,,,,,,
Kozak,,25_041_030,202,,1,20.6,20.6,20.6,,,,,,
Kozak,,25_045_010,202,,3,7.9,5.1,9.6,,,,,,
Kozak,,25_045_030,202,,2,13.9,13.7,14.1,,,,,,
Kozak,,25_045_040,202,,2,16.9,9.2,24.6,,,,,,
Kozak,,25_046_010,10,,4,11.1,8.1,12.8,,,,,,
Kozak,,25_046_010,90,,1,10.8,10.8,10.8,,,,,,
Kozak,,25_046_020,10,,2,12.8,12.2,13.4,,,,,,
Kozak,,25_046_040,90,,3,15.4,12.3,18.7,,,,,,
Kozak,,25_048_010,202,,1,15,15,15,,,,,,
Kozak,,25_048_020,202,,1,18.3,18.3,18.3,,,,,,
Kozak,,25_048_030,202,,2,25.1,20.8,29.4,,,,,,
Kozak,,25_048_030,747,,1,5.5,5.5,5.5,,,,,,
Kozak,,25_049_010,90,,1,14.7,14.7,14.7,,,,,,
Kozak,,25_049_010,202,,2,19.2,16.8,21.5,,,,,,
Kozak,,25_049_020,90,,1,11.1,11.1,11.1,,,,,,
Kozak,,25_049_030,90,,1,15.4,15.4,15.4,,,,,,
Kozak,,25_049_030,202,,2,27.8,22.5,33.1,,,,,,
Kozak,,25_049_040,202,,2,18.2,12.1,24.2,,,,,,
Kozak,,26_001_010,263,,1,21.7,21.7,21.7,,,,,,
Kozak,,26_001_030,10,,1,38.7,38.7,38.7,,,,,,
Kozak,,26_001_030,263,,1,15.8,15.8,15.8,,,,,,
Kozak,,26_002_009,10,,8,9.3,7.6,10.7,,,,,,
Kozak,,26_002_009,42,,3,10.5,10,10.7,,,,,,
Kozak,,26_002_009,263,,2,9.3,7.6,11,,,,,,
Kozak,,26_002_010,202,,1,10.9,10.9,10.9,,,,,,
Kozak,,26_002_010,263,,1,16.6,16.6,16.6,,,,,,
Kozak,,26_002_017,10,,125,17.8,11.5,38.4,,,,,,
Kozak,,26_002_017,42,,39,15.6,11.5,28,,,,,,
Kozak,,26_002_017,202,,4,22.2,20.2,25.6,,,,,,
Kozak,,26_002_017,263,,107,19.1,11.1,40.4,,,,,,
Kozak,,26_002_030,10,,1,6.9,6.9,6.9,,,,,,
Kozak,,26_002_030,242,,1,25.4,25.4,25.4,,,,,,
Kozak,,26_002_040,202,,1,11.6,11.6,11.6,,,,,,
Kozak,,26_002_912,10,,82,11.9,5.1,40.5,,,,,,
Kozak,,26_002_912,263,,21,18.3,5.1,39.4,,,,,,
Kozak,,26_003_020,202,,1,36.2,36.2,36.2,,,,,,
Kozak,,26_003_020,242,,1,11.5,11.5,11.5,,,,,,
Kozak,,26_003_040,202,,2,21.3,17.2,25.5,,,,,,
Kozak,,26_003_040,263,,3,11.1,5.9,15.2,,,,,,
Kozak,,26_004_009,10,,2,9.2,8,10.3,,,,,,
Kozak,,26_004_009,242,,1,7.4,7.4,7.4,,,,,,
Kozak,,26_004_009,263,,1,9.4,9.4,9.4,,,,,,
Kozak,,26_004_010,10,,1,5.7,5.7,5.7,,,,,,
Kozak,,26_004_015,10,,11,22.5,11.1,39,,,,,,
Kozak,,26_004_015,90,,2,34.7,30.6,38.8,,,,,,
Kozak,,26_004_015,202,,16,30.4,12.7,43.7,,,,,,
Kozak,,26_004_015,242,,61,17.1,11.1,32.2,,,,,,
Kozak,,26_004_015,263,,49,19,11.4,38.6,,,,,,
Kozak,,26_004_030,10,,1,10.1,10.1,10.1,,,,,,
Kozak,,26_005_020,263,,1,24.1,24.1,24.1,,,,,,
Kozak,,26_005_040,263,,2,22.2,19.7,24.7,,,,,,
Kozak,,26_006_010,10,,4,7.5,6,9.1,,,,,,
Kozak,,26_006_010,263,,1,18.3,18.3,18.3,,,,,,
Kozak,,26_006_030,10,,1,7.8,7.8,7.8,,,,,,
Kozak,,26_006_030,263,,2,5.6,5,6.1,,,,,,
Kozak,,26_009_010,10,,5,17.8,8.1,29.1,,,,,,
Kozak,,26_009_010,90,,1,39.4,39.4,39.4,,,,,,
Kozak,,26_009_030,10,,1,26.8,26.8,26.8,,,,,,
Kozak,,26_009_040,10,,1,14.1,14.1,14.1,,,,,,
Kozak,,26_009_058,10,,4,19.5,7.6,37,,,,,,
Kozak,,26_009_058,202,,6,30.3,13.9,40.3,,,,,,
Kozak,,26_010_009,10,,4,10.1,10,10.2,,,,,,
Kozak,,26_010_009,42,,2,9.3,9,9.5,,,,,,
Kozak,,26_010_009,263,,8,9.7,8.1,10.6,,,,,,
Kozak,,26_010_016,10,,100,18.3,11.1,29.9,,,,,,
Kozak,,26_010_016,42,,12,14.5,11.5,29.3,,,,,,
Kozak,,26_010_016,90,,8,20.8,11.9,32.6,,,,,,
Kozak,,26_010_016,263,,123,15.4,11.1,29.8,,,,,,
Kozak,,26_014_058,10,,7,15,9.8,18.5,,,,,,
Kozak,,26_014_058,202,,5,11.7,7.7,15.5,,,,,,
Kozak,,26_014_912,202,,8,28.3,22.5,39,,,,,,
Kozak,,26_014_912,242,,50,18.9,11.4,37,,,,,,
Kozak,,26_014_912,263,,1,13.6,13.6,13.6,,,,,,
Kozak,,26_015_030,202,,2,21.1,20.2,21.9,,,,,,
Kozak,,26_015_040,202,,2,20.4,18.1,22.6,,,,,,
Kozak,,26_015_040,242,,1,49.7,49.7,49.7,,,,,,
Kozak,,26_016_009,10,,2,10.2,9.8,10.7,,,,,,
Kozak,,26_016_009,90,,2,8.8,7.6,10,,,,,,
Kozak,,26_016_009,202,,1,7.2,7.2,7.2,,,,,,
Kozak,,26_016_009,242,,5,9.1,7.8,10.4,,,,,,
Kozak,,26_016_009,263,,1,10,10,10,,,,,,
Kozak,,26_016_015,10,,2,16.1,14.2,18,,,,,,
Kozak,,26_016_015,90,,2,14.7,12.7,16.7,,,,,,
Kozak,,26_016_015,202,,25,17.7,12.4,31.7,,,,,,
Kozak,,26_016_015,242,,7,14.7,11.4,28.4,,,,,,
Kozak,,26_016_016,10,,80,19.2,11.3,28.9,,,,,,
Kozak,,26_016_016,90,,15,19,11.4,26.7,,,,,,
Kozak,,26_016_016,242,,4,20.7,12.6,28.7,,,,,,
Kozak,,26_018_058,202,,18,17.5,11.7,24.5,,,,,,
Kozak,,26_019_009,242,,4,8.2,7.2,9.3,,,,,,
Kozak,,26_019_015,10,,1,13.7,13.7,13.7,,,,,,
Kozak,,26_019_015,202,,17,28.3,12.2,48.1,,,,,,
Kozak,,26_019_015,242,,46,21.3,11.5,46.4,,,,,,
Kozak,,26_019_058,10,,120,11,7,22.8,,,,,,
Kozak,,26_019_058,202,,25,21.2,9.2,40.7,,,,,,
Kozak,,26_020_020,202,,2,9.3,6.9,11.7,,,,,,
Kozak,,26_020_030,202,,2,10.2,10.2,10.2,,,,,,
Kozak,,26_020_040,202,,1,6,6,6,,,,,,
Kozak,,26_020_058,10,,23,14.8,7.3,26.8,,,,,,
Kozak,,26_020_058,202,,1,28.7,28.7,28.7,,,,,,
Kozak,,26_020_059,10,,1,14.2,14.2,14.2,,,,,,
