author,year,loc,spcd,common_name,sample_size,st_meand_bh,st_mind_bh,st_maxd_bh,lat,lon,prec,lat_lon_der,loc_desc,state
Kozak,,26_020_059,202,,18,14.4,9.3,21.3,,,,,,
Kozak,,26_021_010,202,,2,26.5,24.8,28.2,,,,,,
Kozak,,26_021_020,202,,1,23.1,23.1,23.1,,,,,,
Kozak,,26_021_030,10,,1,8.7,8.7,8.7,,,,,,
Kozak,,26_022_058,202,,3,28.4,11.3,58.1,,,,,,
Kozak,,27_005_912,119,,24,25.5,10.3,41.3,,,,,,
Kozak,,27_005_912,202,,44,11.4,3.3,17.6,,,,,,
Kozak,,27_005_912,242,,45,7.5,1.3,15.2,,,,,,
Kozak,,27_006_912,242,,1,10.4,10.4,10.4,,,,,,
Kozak,,27_006_912,263,,3,9.5,6.8,13,,,,,,
Kozak,,27_006_912,312,,16,6.2,3,10.1,,,,,,
Kozak,,27_006_912,351,,5,12.5,9.4,16.9,,,,,,
Kozak,,27_006_912,746,,4,13.7,7.4,21.3,,,,,,
Kozak,,27_009_912,370,,12,7,3.6,9.9,,,,,,
Kozak,,27_010_065,746,,8,25.8,21.8,30.7,,,,,,
Kozak,,27_011_065,746,,4,32.6,29,35.6,,,,,,
Kozak,,27_012_065,746,,8,20.1,14.4,24.8,,,,,,
Kozak,,27_014_065,746,,10,23.7,17.8,30.2,,,,,,
Kozak,,27_016_013,10,,14,16,11.2,23.5,,,,,,
Kozak,,27_016_013,42,,13,19.1,12.5,26.7,,,,,,
Kozak,,27_016_013,202,,1,40.8,40.8,40.8,,,,,,
Kozak,,27_016_013,242,,5,20.3,12.6,25.7,,,,,,
Kozak,,27_016_013,263,,48,17.1,11.1,30.7,,,,,,
Kozak,,27_017_013,10,,90,17.4,11.1,33.4,,,,,,
Kozak,,27_017_013,42,,4,18.1,11.9,23.3,,,,,,
Kozak,,27_017_013,202,,1,19.3,19.3,19.3,,,,,,
Kozak,,27_017_013,263,,87,18.2,11.1,32.4,,,,,,
Kozak,,27_017_014,42,,1,14.4,14.4,14.4,,,,,,
Kozak,,27_017_014,263,,3,16.4,11.7,23.3,,,,,,
Kozak,,27_018_012,10,,11,16.6,11.1,24.8,,,,,,
Kozak,,27_018_012,242,,2,45.1,39.5,50.7,,,,,,
Kozak,,27_018_012,263,,32,21.3,11.8,40.2,,,,,,
Kozak,,27_018_015,10,,19,14.6,11.1,23.9,,,,,,
Kozak,,27_018_015,42,,4,14.7,12.6,17.3,,,,,,
Kozak,,27_018_015,242,,1,14.3,14.3,14.3,,,,,,
Kozak,,27_018_015,263,,20,18.8,12,28.3,,,,,,
Kozak,,27_019_012,10,,62,16.6,11.1,30.7,,,,,,
Kozak,,27_019_012,42,,7,19.2,13.5,25.2,,,,,,
Kozak,,27_019_012,242,,3,24.7,15.9,29.1,,,,,,
Kozak,,27_019_012,263,,28,18.9,11.1,27.1,,,,,,
Kozak,,27_019_013,10,,1,15.9,15.9,15.9,,,,,,
Kozak,,27_019_013,202,,18,20.2,11.2,27.8,,,,,,
Kozak,,27_019_013,242,,5,14.5,11.5,18.8,,,,,,
Kozak,,27_019_013,263,,46,17.3,11.1,29,,,,,,
Kozak,,27_019_015,10,,27,16.9,11.3,23.8,,,,,,
Kozak,,27_019_015,242,,5,16.9,12,20.1,,,,,,
Kozak,,27_019_015,263,,20,17.6,11.5,26.2,,,,,,
Kozak,,27_021_012,202,,8,26.3,19.4,36,,,,,,
Kozak,,27_021_012,242,,31,13.5,11.1,18.5,,,,,,
Kozak,,27_021_012,263,,26,16.2,11.1,28.9,,,,,,
Kozak,,27_025_014,10,,62,17,11.1,34.5,,,,,,
Kozak,,27_025_014,90,,9,20.7,13.2,32.9,,,,,,
Kozak,,27_025_014,202,,4,22.3,14.3,29.5,,,,,,
Kozak,,27_025_014,242,,32,16.7,11.2,27.7,,,,,,
Kozak,,27_025_014,263,,144,17.2,11.1,32,,,,,,
Kozak,,27_026_012,202,,31,19.8,12.6,34.1,,,,,,
Kozak,,27_026_012,242,,33,15,11.2,25.7,,,,,,
Kozak,,27_026_012,263,,29,15.3,11.1,25.2,,,,,,
Kozak,,27_027_013,10,,47,22.6,11.3,43.5,,,,,,
Kozak,,27_027_013,42,,1,19.1,19.1,19.1,,,,,,
Kozak,,27_027_013,242,,4,25.9,14.5,37.1,,,,,,
Kozak,,27_027_013,263,,27,25.1,11.2,55.4,,,,,,
Kozak,,27_028_012,202,,3,26.6,24.9,28.9,,,,,,
Kozak,,27_029_012,10,,11,16.6,11.8,24.4,,,,,,
Kozak,,27_029_012,202,,8,29.9,24,38.1,,,,,,
Kozak,,27_029_012,242,,10,17,12.3,24,,,,,,
Kozak,,27_029_012,263,,22,17.2,11.1,26.9,,,,,,
Kozak,,27_030_012,119,,1,12.5,12.5,12.5,,,,,,
Kozak,,27_030_012,202,,8,22.8,14.4,29.1,,,,,,
Kozak,,27_030_012,242,,26,13.4,11.2,16.6,,,,,,
Kozak,,27_030_012,263,,40,17.4,11.2,26.2,,,,,,
Kozak,,27_030_014,10,,25,18.9,11.1,31.7,,,,,,
Kozak,,27_030_014,242,,2,29.3,22.8,35.8,,,,,,
Kozak,,27_030_014,263,,14,19.9,11.7,32,,,,,,
Kozak,,27_031_014,10,,46,25.6,11.6,43.9,,,,,,
Kozak,,27_032_014,10,,8,18.5,11.4,33.8,,,,,,
Kozak,,27_032_014,42,,2,11.7,11.1,12.4,,,,,,
Kozak,,27_032_014,119,,3,17.6,13.2,24.6,,,,,,
Kozak,,27_032_014,202,,23,25.3,13.8,48.1,,,,,,
Kozak,,27_032_014,242,,12,22.6,11.4,34.2,,,,,,
Kozak,,27_032_014,263,,95,17.1,11.1,28.5,,,,,,
Kozak,,28_008_713,202,,1,17.6,17.6,17.6,,,,,,
Kozak,,28_008_913,202,,63,10.6,3.1,23.1,,,,,,
Kozak,,28_008_913,242,,26,8.2,3.1,16.2,,,,,,
Kozak,,28_008_913,263,,38,9.7,3.1,21.5,,,,,,
Kozak,,28_010_913,119,,2,8.8,3.2,14.4,,,,,,
Kozak,,28_010_913,202,,9,11.5,7.4,16.9,,,,,,
Kozak,,28_010_913,242,,4,9.5,3.4,15.7,,,,,,
Kozak,,28_010_913,263,,39,6.4,3.1,11.4,,,,,,
Kozak,,28_011_913,119,,4,13.1,7.6,17.6,,,,,,
Kozak,,28_011_913,202,,30,8,3.4,15.1,,,,,,
Kozak,,28_011_913,242,,5,4.8,3.2,6.1,,,,,,
Kozak,,28_011_913,263,,38,5.3,3.2,9.8,,,,,,
Kozak,,28_013_030,351,,2,5.9,5.8,6.1,,,,,,
Kozak,,28_015_913,202,,32,9.4,4.8,17.6,,,,,,
Kozak,,28_015_913,242,,34,9.3,3.1,21.7,,,,,,
Kozak,,28_015_913,263,,51,8.2,3,15.4,,,,,,
Kozak,,28_016_030,263,,2,21.2,20.7,21.7,,,,,,
Kozak,,28_016_040,263,,1,23.9,23.9,23.9,,,,,,
Kozak,,28_017_913,42,,40,22.1,3.9,47.3,,,,,,
Kozak,,28_022_913,90,,1,19.9,19.9,19.9,,,,,,
Kozak,,28_022_913,119,,4,17.6,4.6,32.7,,,,,,
Kozak,,28_022_913,202,,53,16,2.1,34.4,,,,,,
Kozak,,28_022_913,242,,47,14.1,5.2,23.7,,,,,,
Kozak,,28_022_913,263,,78,8.3,2.1,31.7,,,,,,
Kozak,,28_023_010,202,,2,16.1,14,18.1,,,,,,
Kozak,,28_023_010,263,,1,5.3,5.3,5.3,,,,,,
Kozak,,28_023_020,351,,2,6.8,6,7.6,,,,,,
Kozak,,28_023_030,202,,1,17.4,17.4,17.4,,,,,,
Kozak,,28_023_040,202,,2,14.4,12.6,16.3,,,,,,
Kozak,,28_023_040,242,,1,8.9,8.9,8.9,,,,,,
Kozak,,28_025_913,10,,2,9.6,8.8,10.3,,,,,,
Kozak,,28_025_913,42,,15,17.6,9.7,25.9,,,,,,
Kozak,,28_025_913,119,,13,12.7,6.1,18.7,,,,,,
Kozak,,28_025_913,202,,33,22.2,14.3,29.8,,,,,,
Kozak,,28_025_913,242,,19,12.2,8.2,18.1,,,,,,
Kozak,,28_025_913,263,,60,12.7,5.2,28.1,,,,,,
Kozak,,28_026_058,202,,19,25,16.5,34.9,,,,,,
Kozak,,28_026_058,351,,5,14,12.5,16.1,,,,,,
Kozak,,28_039_020,10,,2,22.4,20.4,24.4,,,,,,
Kozak,,28_039_020,263,,1,19.5,19.5,19.5,,,,,,
Kozak,,28_039_030,42,,1,25,25,25,,,,,,
Kozak,,28_039_040,263,,1,27.1,27.1,27.1,,,,,,
Kozak,,29_003_010,42,,2,11.4,6.1,16.7,,,,,,
Kozak,,29_003_010,263,,1,19.6,19.6,19.6,,,,,,
Kozak,,29_003_020,42,,2,4.7,4.5,4.9,,,,,,
Kozak,,29_003_040,263,,1,29.7,29.7,29.7,,,,,,
Kozak,,2_003_010,263,,2,18.6,12.3,25,,,,,,
Kozak,,2_003_020,263,,2,20.8,8.7,32.8,,,,,,
Kozak,,2_003_030,351,,1,12.1,12.1,12.1,,,,,,
Kozak,,2_003_040,263,,3,10.7,4.6,14.3,,,,,,
Kozak,,2_004_010,263,,1,17.6,17.6,17.6,,,,,,
Kozak,,2_004_020,42,,1,15.2,15.2,15.2,,,,,,
Kozak,,2_009_020,263,,1,33.5,33.5,33.5,,,,,,
Kozak,,2_009_040,263,,1,19.9,19.9,19.9,,,,,,
Kozak,,2_010_010,263,,1,21.8,21.8,21.8,,,,,,
Kozak,,2_010_020,42,,1,47.2,47.2,47.2,,,,,,
Kozak,,2_010_020,263,,1,16.7,16.7,16.7,,,,,,
Kozak,,2_018_010,351,,1,5.3,5.3,5.3,,,,,,
Kozak,,2_018_040,202,,3,9.5,7.1,11.5,,,,,,
Kozak,,2_020_010,10,,1,33.4,33.4,33.4,,,,,,
Kozak,,2_020_010,202,,1,43.2,43.2,43.2,,,,,,
Kozak,,2_020_020,42,,1,55.7,55.7,55.7,,,,,,
Kozak,,2_020_030,263,,1,27.4,27.4,27.4,,,,,,
Kozak,,2_020_040,263,,1,13,13,13,,,,,,
Kozak,,2_021_030,202,,2,18.3,18,18.7,,,,,,
Kozak,,2_021_040,202,,1,19.9,19.9,19.9,,,,,,
Kozak,,2_024_010,10,,1,10.2,10.2,10.2,,,,,,
Kozak,,2_024_020,42,,1,23,23,23,,,,,,
Kozak,,2_024_020,263,,1,27.4,27.4,27.4,,,,,,
Kozak,,2_028_010,42,,1,40.8,40.8,40.8,,,,,,
Kozak,,2_028_020,263,,2,18.4,9.7,27.1,,,,,,
Kozak,,2_028_040,10,,1,21.1,21.1,21.1,,,,,,
Kozak,,2_028_040,263,,1,25.9,25.9,25.9,,,,,,
Kozak,,2_029_020,263,,2,18,17,19,,,,,,
Kozak,,2_029_030,263,,1,15.4,15.4,15.4,,,,,,
Kozak,,2_029_040,263,,1,23.4,23.4,23.4,,,,,,
Kozak,,2_031_010,202,,1,54.9,54.9,54.9,,,,,,
Kozak,,2_031_010,242,,2,28.6,23.3,33.9,,,,,,
Kozak,,2_031_010,263,,1,42.2,42.2,42.2,,,,,,
Kozak,,2_031_020,202,,4,43.1,30.3,56.4,,,,,,
Kozak,,2_031_020,263,,1,22.8,22.8,22.8,,,,,,
Kozak,,2_031_030,263,,1,23.4,23.4,23.4,,,,,,
Kozak,,2_034_010,42,,1,22.1,22.1,22.1,,,,,,
Kozak,,2_034_020,42,,1,24.3,24.3,24.3,,,,,,
Kozak,,2_034_020,263,,1,30,30,30,,,,,,
Kozak,,2_034_030,42,,1,35.7,35.7,35.7,,,,,,
Kozak,,2_035_010,202,,4,13.7,9.6,21.3,,,,,,
Kozak,,2_035_020,202,,1,8.7,8.7,8.7,,,,,,
Kozak,,2_035_030,202,,2,9.9,7.7,12,,,,,,
Kozak,,2_037_030,10,,1,24.4,24.4,24.4,,,,,,
Kozak,,2_037_030,263,,1,26.2,26.2,26.2,,,,,,
Kozak,,2_044_010,42,,1,23,23,23,,,,,,
Kozak,,2_044_010,263,,1,15.2,15.2,15.2,,,,,,
Kozak,,2_044_020,10,,1,5.4,5.4,5.4,,,,,,
Kozak,,2_049_010,10,,1,27.4,27.4,27.4,,,,,,
Kozak,,2_049_010,263,,1,37.1,37.1,37.1,,,,,,
Kozak,,2_049_020,10,,2,18.2,12.2,24.3,,,,,,
Kozak,,2_049_030,263,,1,10.9,10.9,10.9,,,,,,
Kozak,,2_050_010,263,,1,22.9,22.9,22.9,,,,,,
Kozak,,2_050_020,10,,1,9.1,9.1,9.1,,,,,,
Kozak,,2_050_020,42,,2,25.2,16.3,34.1,,,,,,
Kozak,,2_050_030,263,,2,14.9,13.4,16.3,,,,,,
Kozak,,2_052_020,263,,2,30.7,27.3,34.1,,,,,,
Kozak,,2_052_040,10,,1,33.3,33.3,33.3,,,,,,
Kozak,,2_053_020,263,,4,12.4,7.4,16.9,,,,,,
Kozak,,30_003_020,202,,2,20.1,10.4,29.8,,,,,,
Kozak,,30_003_030,202,,2,16.9,8.6,25.3,,,,,,
Kozak,,30_003_040,202,,1,21.1,21.1,21.1,,,,,,
Kozak,,30_010_010,202,,1,46.3,46.3,46.3,,,,,,
Kozak,,30_010_010,242,,1,11.2,11.2,11.2,,,,,,
Kozak,,30_010_020,242,,1,22.4,22.4,22.4,,,,,,
Kozak,,30_010_040,202,,1,39.7,39.7,39.7,,,,,,
Kozak,,30_014_010,263,,2,16.6,14.9,18.3,,,,,,
Kozak,,30_01_667,90,,1,47.4,47.4,47.4,,,,,,
Kozak,,30_01_667,242,,2,40.9,36.4,45.4,,,,,,
Kozak,,30_01_668,90,,6,33,11.8,54.1,,,,,,
Kozak,,30_01_668,242,,7,50.4,13,68.5,,,,,,
Kozak,,30_01_668,263,,8,24.8,9.8,41.3,,,,,,
Kozak,,30_05_668,242,,10,22.7,8.6,42.1,,,,,,
Kozak,,30_05_668,263,,2,24.2,14.8,33.6,,,,,,
Kozak,,30_05_670,90,,5,41.9,29.6,70.2,,,,,,
Kozak,,30_05_670,242,,8,52.3,24.6,73,,,,,,
Kozak,,30_05_670,263,,6,29.6,10.7,47.4,,,,,,
Kozak,,30_06_669,42,,10,41.4,15,79.9,,,,,,
Kozak,,30_06_669,90,,5,36,9.5,61.6,,,,,,
Kozak,,30_06_669,242,,8,28.7,14.3,53.3,,,,,,
Kozak,,30_06_669,263,,12,29,12.9,48,,,,,,
Kozak,,30_07_669,42,,3,26.5,20,36.9,,,,,,
Kozak,,30_07_669,90,,7,26.3,11.8,37.4,,,,,,
Kozak,,30_07_669,242,,5,25,19.1,33.8,,,,,,
Kozak,,30_07_669,263,,7,18.9,10.6,29.4,,,,,,
Kozak,,30_09_667,42,,3,20.9,17.8,25.6,,,,,,
Kozak,,30_09_667,90,,1,16.5,16.5,16.5,,,,,,
Kozak,,30_09_667,242,,2,40.6,35.1,46.2,,,,,,
Kozak,,30_09_667,263,,1,22.9,22.9,22.9,,,,,,
Kozak,,30_09_668,42,,5,26.1,16.8,35.9,,,,,,
Kozak,,30_09_668,90,,5,29.2,8.1,45.2,,,,,,
Kozak,,30_09_668,242,,4,21.5,9.5,29.3,,,,,,
Kozak,,30_09_668,263,,6,25.8,14.1,39.8,,,,,,
Kozak,,30_10_664,42,,21,18.8,7.1,39.3,,,,,,
Kozak,,30_10_664,90,,5,45.6,23.1,69.4,,,,,,
Kozak,,30_10_664,242,,7,25,13.3,54.3,,,,,,
Kozak,,30_10_664,263,,6,20,7.9,35.5,,,,,,
Kozak,,30_10_665,42,,2,18.3,17.4,19.3,,,,,,
Kozak,,30_10_665,90,,1,45.2,45.2,45.2,,,,,,
Kozak,,30_13_669,42,,8,21.1,8.4,33,,,,,,
Kozak,,30_13_669,242,,6,16.6,8,28,,,,,,
Kozak,,30_13_669,263,,4,13.2,8.4,20.3,,,,,,
Kozak,,30_16_667,263,,3,23.4,12.7,30.9,,,,,,
Kozak,,30_17_665,263,,2,26.5,21.8,31.2,,,,,,
Kozak,,30_18_665,42,,8,19.4,10.9,33,,,,,,
Kozak,,30_18_665,242,,3,28.7,16.7,48.2,,,,,,
Kozak,,30_18_665,263,,2,22.5,12.8,32.2,,,,,,
Kozak,,30_19_665,90,,1,21.3,21.3,21.3,,,,,,
Kozak,,30_19_665,242,,2,38.3,30.4,46.2,,,,,,
Kozak,,30_19_665,263,,5,19.7,8.1,31,,,,,,
Kozak,,30_19_666,90,,1,18.7,18.7,18.7,,,,,,
Kozak,,30_19_666,242,,2,45.5,44.6,46.4,,,,,,
Kozak,,30_19_666,263,,1,42.7,42.7,42.7,,,,,,
Kozak,,30_19_667,90,,4,21.2,12.3,28.9,,,,,,
Kozak,,30_19_667,263,,11,18.5,9.9,41.2,,,,,,
Kozak,,30_21_670,42,,1,19.6,19.6,19.6,,,,,,
Kozak,,30_21_670,90,,4,67.5,45.9,110.8,,,,,,
Kozak,,30_21_670,242,,1,18.1,18.1,18.1,,,,,,
Kozak,,30_21_670,263,,8,37.7,21.8,62.1,,,,,,
Kozak,,30_22_666,42,,3,40,32.5,50.6,,,,,,
Kozak,,30_22_666,90,,3,47.8,39.2,57.8,,,,,,
Kozak,,30_22_666,263,,15,32.8,14.9,49.3,,,,,,
Kozak,,30_22_667,42,,17,23.3,7.8,42.8,,,,,,
Kozak,,30_22_667,90,,1,15.2,15.2,15.2,,,,,,
Kozak,,30_22_667,242,,5,37.7,19.8,45.8,,,,,,
Kozak,,30_22_667,263,,6,25.6,9.8,45.7,,,,,,
Kozak,,30_23_665,42,,2,27.7,25,30.5,,,,,,
Kozak,,30_23_665,90,,6,46.1,27.3,71.8,,,,,,
Kozak,,30_23_665,242,,4,72,43.7,96.9,,,,,,
Kozak,,30_23_665,263,,15,24.8,9.4,38.9,,,,,,
Kozak,,30_23_666,90,,4,28.2,15.8,36.3,,,,,,
Kozak,,30_23_666,242,,1,36.2,36.2,36.2,,,,,,
Kozak,,30_23_666,263,,4,39.6,32.5,45.2,,,,,,
Kozak,,30_24_666,42,,4,34,15.7,52.1,,,,,,
Kozak,,30_24_666,242,,3,43.8,21.8,58.1,,,,,,
Kozak,,30_24_666,263,,3,23.4,16.9,33.3,,,,,,
Kozak,,30_25_670,90,,3,36.9,32.2,46.1,,,,,,
Kozak,,30_25_670,263,,5,26.9,15.9,44.9,,,,,,
Kozak,,30_26_664,42,,7,27.7,10.6,58.5,,,,,,
Kozak,,30_26_664,90,,3,42.8,36.6,46.6,,,,,,
Kozak,,30_26_664,242,,2,22.9,17.9,27.9,,,,,,
Kozak,,30_26_664,263,,12,28.7,9.9,52.1,,,,,,
Kozak,,30_27_664,242,,4,42.4,21.7,59.1,,,,,,
Kozak,,30_27_664,263,,6,29,12.1,40.7,,,,,,
Kozak,,30_27_665,42,,9,27.5,11.2,53.9,,,,,,
Kozak,,30_27_665,90,,1,46.9,46.9,46.9,,,,,,
Kozak,,30_27_665,242,,1,42.8,42.8,42.8,,,,,,
Kozak,,30_27_665,263,,8,27.9,7.8,48,,,,,,
Kozak,,30_27_668,42,,4,26.2,9.4,38.7,,,,,,
Kozak,,30_27_668,90,,1,23.3,23.3,23.3,,,,,,
Kozak,,30_27_668,242,,5,37.6,25.3,55.6,,,,,,
Kozak,,30_27_668,263,,12,33.7,8.3,50,,,,,,
Kozak,,30_29_665,242,,1,18.8,18.8,18.8,,,,,,
Kozak,,30_29_665,263,,8,31.3,15.3,47.1,,,,,,
Kozak,,30_32_666,42,,3,18.8,7.3,32.6,,,,,,
Kozak,,30_32_666,242,,1,25.7,25.7,25.7,,,,,,
Kozak,,30_32_666,263,,2,13.7,10.5,17,,,,,,
Kozak,,30_34_669,90,,2,75.4,67.8,83.1,,,,,,
Kozak,,30_34_669,263,,1,16.8,16.8,16.8,,,,,,
Kozak,,30_34_670,90,,20,45.4,12.1,78.1,,,,,,
Kozak,,30_34_670,242,,1,22.6,22.6,22.6,,,,,,
Kozak,,30_34_670,263,,7,16.2,9.9,25.2,,,,,,
Kozak,,30_35_666,90,,3,24.3,10.4,51.1,,,,,,
Kozak,,30_35_666,242,,5,48.9,35,69.2,,,,,,
Kozak,,30_35_666,263,,11,28.9,9.1,46.1,,,,,,
Kozak,,30_36_664,242,,3,14.4,9.9,22.6,,,,,,
Kozak,,30_36_664,263,,1,22,22,22,,,,,,
Kozak,,30_36_666,90,,2,9.7,8.7,10.8,,,,,,
Kozak,,30_36_666,242,,12,35.5,8.1,70.1,,,,,,
Kozak,,30_36_666,263,,9,19.3,8.5,27.6,,,,,,
Kozak,,30_44_668,42,,1,16.8,16.8,16.8,,,,,,
Kozak,,30_44_669,42,,6,18.4,9.3,38.4,,,,,,
Kozak,,30_44_669,242,,12,19.8,7.6,32.4,,,,,,
Kozak,,30_44_669,263,,1,9,9,9,,,,,,
Kozak,,31_001_914,10,,9,6.3,5.1,7.7,,,,,,
Kozak,,31_001_914,90,,3,35.2,32.2,39.5,,,,,,
Kozak,,31_001_914,202,,39,38,14.6,59.3,,,,,,
Kozak,,31_001_914,242,,10,25.5,8.5,49.4,,,,,,
Kozak,,31_001_914,263,,127,16.3,5.2,44.2,,,,,,
Kozak,,31_001_914,351,,1,7.4,7.4,7.4,,,,,,
Kozak,,31_002_020,242,,1,20.8,20.8,20.8,,,,,,
Kozak,,31_002_020,263,,2,7.9,5,10.8,,,,,,
Kozak,,31_003_030,263,,1,11.5,11.5,11.5,,,,,,
Kozak,,31_008_020,42,,1,50.9,50.9,50.9,,,,,,
Kozak,,31_008_020,242,,1,15,15,15,,,,,,
Kozak,,31_008_040,263,,2,35.4,20.2,50.6,,,,,,
Kozak,,31_012_010,90,,1,17.5,17.5,17.5,,,,,,
Kozak,,31_012_010,351,,1,11.8,11.8,11.8,,,,,,
Kozak,,31_012_020,351,,2,15.9,14.5,17.4,,,,,,
Kozak,,31_012_030,42,,1,24.2,24.2,24.2,,,,,,
Kozak,,31_012_040,263,,1,28.7,28.7,28.7,,,,,,
Kozak,,31_013_010,242,,1,50,50,50,,,,,,
Kozak,,31_013_010,263,,1,17.2,17.2,17.2,,,,,,
Kozak,,31_013_020,263,,2,26.5,18.6,34.4,,,,,,
Kozak,,31_013_040,242,,1,61.5,61.5,61.5,,,,,,
Kozak,,31_014_010,10,,1,20.1,20.1,20.1,,,,,,
Kozak,,31_014_010,90,,1,14.6,14.6,14.6,,,,,,
Kozak,,31_014_010,242,,2,26.6,21.5,31.7,,,,,,
Kozak,,31_014_010,263,,2,15.6,7,24.3,,,,,,
Kozak,,31_014_010,351,,1,17.9,17.9,17.9,,,,,,
Kozak,,31_014_020,42,,1,7,7,7,,,,,,
Kozak,,31_014_020,242,,1,16.9,16.9,16.9,,,,,,
Kozak,,31_014_030,90,,1,6.3,6.3,6.3,,,,,,
Kozak,,31_014_030,263,,1,6.9,6.9,6.9,,,,,,
Kozak,,31_016_030,263,,3,20.8,12.1,27.7,,,,,,
Kozak,,31_026_010,242,,2,9.9,9.4,10.4,,,,,,
Kozak,,31_026_010,351,,1,5.6,5.6,5.6,,,,,,
Kozak,,31_026_040,202,,1,21.8,21.8,21.8,,,,,,
Kozak,,31_026_040,242,,1,8,8,8,,,,,,
Kozak,,31_029_010,10,,1,7.8,7.8,7.8,,,,,,
Kozak,,31_029_010,263,,1,8.1,8.1,8.1,,,,,,
Kozak,,31_029_020,242,,1,8.1,8.1,8.1,,,,,,
Kozak,,31_030_010,42,,2,14.8,12.2,17.5,,,,,,
Kozak,,31_030_010,263,,1,14.6,14.6,14.6,,,,,,
Kozak,,31_034_030,263,,2,19,17.5,20.6,,,,,,
Kozak,,31_034_040,263,,2,21.9,15.7,28.1,,,,,,
Kozak,,31_034_914,10,,12,16.2,5.2,34.7,,,,,,
Kozak,,31_034_914,90,,12,17.7,9.1,39.8,,,,,,
Kozak,,31_034_914,202,,6,18.3,13.5,28.1,,,,,,
Kozak,,31_034_914,242,,42,18.7,5.3,63.5,,,,,,
Kozak,,31_034_914,263,,90,12.9,5.3,32.6,,,,,,
Kozak,,31_034_914,351,,10,9.9,2.7,18,,,,,,
Kozak,,32_012_030,263,,1,18.6,18.6,18.6,,,,,,
Kozak,,32_012_040,10,,1,19.8,19.8,19.8,,,,,,
Kozak,,33_004_010,202,,1,6.5,6.5,6.5,,,,,,
Kozak,,33_004_020,202,,1,8.5,8.5,8.5,,,,,,
Kozak,,33_004_040,202,,6,16.5,6.7,29.1,,,,,,
Kozak,,33_007_030,202,,2,34.9,27.7,42,,,,,,
Kozak,,33_008_030,242,,2,13.5,11.8,15.2,,,,,,
Kozak,,33_009_806,10,,59,17.3,7.1,32.7,,,,,,
Kozak,,33_009_806,90,,13,23.6,7.2,35.3,,,,,,
Kozak,,33_009_806,119,,1,35.9,35.9,35.9,,,,,,
Kozak,,33_009_806,242,,21,13.2,7.5,24.5,,,,,,
Kozak,,33_009_806,263,,48,14.2,7.5,24,,,,,,
Kozak,,33_015_010,108,,1,13.4,13.4,13.4,,,,,,
Kozak,,33_015_020,108,,2,11.4,10.7,12.2,,,,,,
Kozak,,33_015_020,202,,1,15.8,15.8,15.8,,,,,,
Kozak,,33_015_030,90,,1,10,10,10,,,,,,
Kozak,,33_015_040,202,,2,11.6,11.4,11.8,,,,,,
Kozak,,33_016_010,90,,1,8.3,8.3,8.3,,,,,,
Kozak,,33_016_010,108,,2,10.8,10.4,11.2,,,,,,
Kozak,,33_016_020,10,,2,9,7.4,10.6,,,,,,
Kozak,,33_016_020,90,,1,11.8,11.8,11.8,,,,,,
Kozak,,33_016_030,10,,1,13.9,13.9,13.9,,,,,,
Kozak,,33_016_030,90,,1,20,20,20,,,,,,
Kozak,,33_016_030,108,,1,9.1,9.1,9.1,,,,,,
Kozak,,33_016_030,202,,1,30.4,30.4,30.4,,,,,,
Kozak,,33_016_040,10,,3,11.8,6.1,15.5,,,,,,
Kozak,,33_016_040,90,,2,13.1,10.6,15.6,,,,,,
Kozak,,33_016_040,108,,1,15.1,15.1,15.1,,,,,,
Kozak,,33_018_010,10,,1,7,7,7,,,,,,
Kozak,,33_018_020,10,,3,13.1,7.7,19.8,,,,,,
Kozak,,33_019_004,108,,2,13.6,11.5,15.8,,,,,,
Kozak,,33_019_004,202,,146,17.4,11.1,38.1,,,,,,
Kozak,,33_019_004,747,,1,13.9,13.9,13.9,,,,,,
Kozak,,33_019_009,202,,28,8.1,5.2,11,,,,,,
Kozak,,33_020_040,202,,1,11.1,11.1,11.1,,,,,,
Kozak,,33_021_020,10,,1,8.3,8.3,8.3,,,,,,
Kozak,,33_021_030,10,,1,11,11,11,,,,,,
Kozak,,33_021_040,90,,1,16.8,16.8,16.8,,,,,,
Kozak,,33_024_010,202,,1,14.1,14.1,14.1,,,,,,
Kozak,,33_024_030,202,,3,23,18.4,28.8,,,,,,
Kozak,,33_25_001,202,,1,14.6,14.6,14.6,,,,,,
Kozak,,33_25_007,108,,1,16.1,16.1,16.1,,,,,,
Kozak,,33_25_008,108,,1,12.6,12.6,12.6,,,,,,
Kozak,,33_25_013,202,,1,18.1,18.1,18.1,,,,,,
Kozak,,33_25_017,202,,1,9.4,9.4,9.4,,,,,,
Kozak,,33_25_019,73,,1,13.4,13.4,13.4,,,,,,
Kozak,,33_25_021,202,,1,22.4,22.4,22.4,,,,,,
Kozak,,33_25_022,108,,1,11,11,11,,,,,,
Kozak,,33_25_023,108,,1,10.2,10.2,10.2,,,,,,
Kozak,,33_25_027,119,,1,16.9,16.9,16.9,,,,,,
Kozak,,33_25_028,242,,1,7.5,7.5,7.5,,,,,,
Kozak,,33_25_029,73,,1,15.7,15.7,15.7,,,,,,
Kozak,,33_25_031,73,,1,19.3,19.3,19.3,,,,,,
Kozak,,33_25_034,108,,1,7.9,7.9,7.9,,,,,,
Kozak,,33_25_037,242,,1,11.4,11.4,11.4,,,,,,
