author,loc,spcd,treeno,section_id,ob_d_bot,ob_d_top,ib_d_bot,ib_d_top,len,ht,wdbk_gw,wd_gw,bk_gw,wdbk_dw,wd_dw,bk_dw,wdbk_cv,wd_cv,bk_cv,cen,wd_def1d_1,wd_def1d_2,wd_def1len,wd_def1cl,wd_def2cl,wd_def2d_1,wd_def2d_2,wd_def2len,wd_def3cl_1,wd_def3d_1,wd_def3d_2,wd_def3len,wdbk_d_kerf,wdbk_wid_kerf,wdbk_gw_kerf,wdbk_ar,wd_ar
Lohrey_direct-seeded,1,131,804,5,2.8,2.4,2.4,2.1,5,14.5,9.9,8.69,1.21,4.95,3.99,0.96,0.19,0.14,0.05,1,,,,,,,,,,,,,,,,3.4,2.95
Lohrey_direct-seeded,1,131,804,6,2.4,2,2.1,1.8,5,19.5,7.4,6.48,0.92,3.33,2.92,0.41,0.13,0.1,0.03,1,,,,,,,,,,,,,,,,2.88,2.55
Lohrey_direct-seeded,1,131,804,7,2,1.5,1.8,1.3,5,24.5,6,5.21,0.79,2.24,1.85,0.39,0.09,0.07,0.02,1,,,,,,,,,,,,,,,,2.29,2.03
Lohrey_direct-seeded,1,131,804,8,1.5,0.8,1.3,0.7,5,29.5,2.6,2.12,0.48,1,0.78,0.22,0.04,0.03,0.01,1,,,,,,,,,,,,,,,,1.51,1.31
Lohrey_direct-seeded,1,131,804,9,0.8,0,0.7,0,3.5,34.5,0.4,0.3,0.1,0.15,0.12,0.03,0.01,0,0,1,,,,,,,,,,,,,,,,0.37,0.32
Lohrey_direct-seeded,1,131,805,1,4.7,4.3,3.6,3.3,1.5,0.5,7,5.35,1.65,4.76,3.17,1.59,0.17,0.1,0.07,1,,,,,,,,,,,,,,,,1.77,1.35
Lohrey_direct-seeded,1,131,805,2,4.3,3.7,3.3,3.1,2.5,2,9.5,7.57,1.93,6.4,4.39,2.01,0.22,0.14,0.08,1,,,,,,,,,,,,,,,,2.62,2.09
Lohrey_direct-seeded,1,131,805,3,3.7,3.2,3.1,2.7,5,4.5,16.8,13.85,2.95,9.47,7.21,2.25,0.33,0.23,0.1,1,,,,,,,,,,,,,,,,4.52,3.8
Lohrey_direct-seeded,1,131,805,4,3.2,2.8,2.7,2.5,5,9.5,14.5,12.24,2.26,6.64,5.12,1.52,0.25,0.18,0.06,1,,,,,,,,,,,,,,,,3.93,3.4
Lohrey_direct-seeded,1,131,805,5,2.8,2.6,2.5,2.2,5,14.5,11,9.36,1.64,5.44,4.14,1.3,0.2,0.15,0.05,1,,,,,,,,,,,,,,,,3.53,3.08
Lohrey_direct-seeded,1,131,805,6,2.6,2.4,2.2,1.9,5,19.5,9,7.78,1.22,4.44,3.18,1.26,0.17,0.12,0.06,1,,,,,,,,,,,,,,,,3.27,2.68
Lohrey_direct-seeded,1,131,805,7,2.4,1.8,1.9,1.6,5,24.5,6.2,5.26,0.94,3.18,2.21,0.96,0.12,0.08,0.04,1,,,,,,,,,,,,,,,,2.75,2.29
Lohrey_direct-seeded,1,131,805,8,1.8,1.3,1.6,1,5,29.5,3.4,2.75,0.65,1.43,1.04,0.39,0.07,0.05,0.02,1,,,,,,,,,,,,,,,,2.03,1.7
Lohrey_direct-seeded,1,131,805,9,1.3,0,1,0,4.5,34.5,0.7,0.52,0.18,0.41,0.24,0.17,0.02,0.01,0.01,1,,,,,,,,,,,,,,,,0.77,0.59
Lohrey_direct-seeded,1,131,806,1,5.9,5.2,4.7,4.2,1.5,0.5,11.5,9.61,1.89,7.21,5.42,1.79,0.25,0.16,0.09,1,,,,,,,,,,,,,,,,2.18,1.75
Lohrey_direct-seeded,1,131,806,2,5.2,4.8,4.2,4.1,2.5,2,16.2,13.96,2.24,10.17,7.62,2.55,0.34,0.23,0.11,1,,,,,,,,,,,,,,,,3.27,2.72
Lohrey_direct-seeded,1,131,806,3,4.8,4.3,4.1,3.9,5,4.5,30,26.27,3.73,16.5,14.02,2.48,0.57,0.44,0.13,1,,,,,,,,,,,,,,,,5.96,5.24
Lohrey_direct-seeded,1,131,806,4,4.3,4,3.9,3.6,5,9.5,25.9,23.03,2.87,13.65,11.87,1.77,0.47,0.38,0.09,1,,,,,,,,,,,,,,,,5.43,4.91
Lohrey_direct-seeded,1,131,806,5,4,3.7,3.6,3.3,5,14.5,22,19.63,2.37,11.02,9.44,1.58,0.4,0.33,0.08,1,,,,,,,,,,,,,,,,5.04,4.52
Lohrey_direct-seeded,1,131,806,6,3.7,3.3,3.3,3,5,19.5,18.9,16.96,1.94,9.29,8.09,1.21,0.34,0.27,0.06,1,,,,,,,,,,,,,,,,4.58,4.12
Lohrey_direct-seeded,1,131,806,7,3.3,2.9,3,2.6,5,24.5,15.1,13.39,1.71,7,6.11,0.89,0.26,0.21,0.05,1,,,,,,,,,,,,,,,,4.06,3.67
Lohrey_direct-seeded,1,131,806,8,2.9,2.4,2.6,2.2,5,29.5,11.7,10.18,1.52,5.29,4.67,0.62,0.19,0.16,0.04,1,,,,,,,,,,,,,,,,3.47,3.14
Lohrey_direct-seeded,1,131,806,9,2.4,1.5,2.2,1.3,5,34.5,6.7,5.76,0.94,2.19,1.85,0.34,0.11,0.09,0.02,1,,,,,,,,,,,,,,,,2.55,2.29
Lohrey_direct-seeded,1,131,806,10,1.5,0,1.3,0,6.5,39.5,1.8,1.46,0.34,0.97,0.79,0.18,0.04,0.03,0.01,1,,,,,,,,,,,,,,,,1.28,1.11
Lohrey_direct-seeded,1,131,821,1,12.5,10.9,10,9,1.5,0.5,22.3,19.84,2.46,32.05,25.12,6.93,1.13,0.74,0.38,1,,,,,,,,,,,,,,,,4.59,3.73
Lohrey_direct-seeded,1,131,821,2,10.9,10.1,9,8.5,2.5,2,35.4,31.76,3.64,43.17,34.76,8.41,1.51,1.04,0.46,1,,,,,,,,,,,,,,,,6.87,5.73
Lohrey_direct-seeded,1,131,821,3,10.1,9.2,8.5,8.1,4.5,4.5,58,52.46,5.54,66.59,56.1,10.49,2.29,1.69,0.6,1,,,,,,,,,,,,,,,,11.37,9.78
Lohrey_direct-seeded,1,131,821,4,9.2,8.7,8.1,7.8,5,9,57.4,52.06,5.34,63.46,54.56,8.89,2.19,1.72,0.46,1,,,,,,,,,,,,,,,,11.72,10.41
Lohrey_direct-seeded,1,131,821,5,8.7,8,7.8,7.3,6,14,61,55.71,5.29,62,53.98,8.02,2.29,1.87,0.42,1,,,,,,,,,,,,,,,,13.12,11.86
Lohrey_direct-seeded,1,131,821,6,8,7.3,7.3,6.8,5,20,43.4,39.58,3.82,46.43,41.25,5.18,1.6,1.36,0.24,1,,,,,,,,,,,,,,,,10.01,9.23
Lohrey_direct-seeded,1,131,821,7,7.3,6.8,6.8,6.2,5,25,40,36.65,3.35,35.39,31.37,4.02,1.36,1.15,0.2,1,,,,,,,,,,,,,,,,9.23,8.51
Lohrey_direct-seeded,1,131,821,8,6.8,6.1,6.2,5.6,5,30,33.3,30.41,2.89,28.92,25.05,3.87,1.14,0.95,0.19,1,,,,,,,,,,,,,,,,8.44,7.72
Lohrey_direct-seeded,1,131,821,9,6.1,5.8,5.6,5.1,4.5,35,24.5,22.17,2.33,21.83,18.82,3.01,0.87,0.7,0.17,1,,,,,,,,,,,,,,,,7.01,6.3
Lohrey_direct-seeded,1,131,821,10,5.8,5,5.1,4.2,5,39.5,21.1,18.96,2.14,19.49,15.76,3.74,0.8,0.6,0.2,1,,,,,,,,,,,,,,,,7.07,6.09
Lohrey_direct-seeded,1,131,821,11,5,3.8,4.2,3.5,5,44.5,13.3,11.88,1.42,13.07,10.54,2.53,0.54,0.41,0.13,1,,,,,,,,,,,,,,,,5.76,5.04
Lohrey_direct-seeded,1,131,821,12,3.8,2.4,3.5,2.1,4.5,49.5,8.5,7.38,1.12,5.83,5.02,0.81,0.25,0.2,0.04,1,,,,,,,,,,,,,,,,3.65,3.3
Lohrey_direct-seeded,1,131,821,13,2.4,1.3,2.1,1.2,5,54,3.1,2.58,0.52,2.28,1.85,0.43,0.1,0.08,0.02,1,,,,,,,,,,,,,,,,2.42,2.16
Lohrey_direct-seeded,1,131,821,14,1.3,0,1.2,0,5,59,0.5,0.38,0.12,0.49,0.42,0.06,0.02,0.02,0,1,,,,,,,,,,,,,,,,0.85,0.79
Lohrey_direct-seeded,1,131,822,1,6.5,5.8,5.2,4.8,1.5,0.5,14.6,12.38,2.22,9.08,6.57,2.51,0.31,0.2,0.11,1,,,,,,,,,,,,,,,,2.42,1.96
Lohrey_direct-seeded,1,131,822,2,5.8,5.4,4.8,4.5,2.5,2,21.2,18.24,2.96,12.73,9.77,2.96,0.43,0.3,0.13,1,,,,,,,,,,,,,,,,3.67,3.04
Lohrey_direct-seeded,1,131,822,3,5.4,4.9,4.5,4.3,5,4.5,39.3,34.55,4.75,21.45,17.12,4.33,0.72,0.53,0.2,1,,,,,,,,,,,,,,,,6.74,5.76
Lohrey_direct-seeded,1,131,822,4,4.9,4.5,4.3,4,5,9.5,33.3,29.62,3.68,17.26,13.77,3.49,0.6,0.47,0.13,1,,,,,,,,,,,,,,,,6.15,5.43
Lohrey_direct-seeded,1,131,822,5,4.5,4.2,4,3.8,5,14.5,29.6,26.38,3.22,14.39,11.76,2.64,0.52,0.42,0.1,1,,,,,,,,,,,,,,,,5.69,5.11
Lohrey_direct-seeded,1,131,822,6,4.2,3.9,3.8,3.5,5,19.5,25.5,22.64,2.86,12.06,9.94,2.12,0.45,0.36,0.08,1,,,,,,,,,,,,,,,,5.3,4.78
Lohrey_direct-seeded,1,131,822,7,3.9,3.4,3.5,3.1,5,24.5,21.1,18.71,2.39,8.55,7.99,0.56,0.37,0.3,0.07,1,,,,,,,,,,,,,,,,4.78,4.32
Lohrey_direct-seeded,1,131,822,8,3.4,3,3.1,2.7,5,29.5,16.6,14.6,2,7.2,5.92,1.28,0.28,0.23,0.05,1,,,,,,,,,,,,,,,,4.19,3.8
Lohrey_direct-seeded,1,131,822,9,3,2.3,2.7,2.1,4.5,34.5,10.5,9.13,1.37,4.19,3.69,0.5,0.18,0.14,0.03,1,,,,,,,,,,,,,,,,3.12,2.83
Lohrey_direct-seeded,1,131,822,10,2.3,1.3,2.1,1.2,5.5,39,6.6,5.66,0.94,2.4,2.04,0.36,0.1,0.09,0.02,1,,,,,,,,,,,,,,,,2.59,2.38
Lohrey_direct-seeded,1,131,822,11,1.3,0,1.2,0,7.5,44.5,1.8,1.47,0.33,0.82,0.72,0.1,0.03,0.03,0.01,1,,,,,,,,,,,,,,,,1.28,1.18
Lohrey_direct-seeded,1,131,823,1,11.5,9.8,9.2,8.2,1.5,0.5,41.4,36.79,4.61,24.65,18.61,6.04,0.93,0.62,0.31,1,,,,,,,,,,,,,,,,4.18,3.42
Lohrey_direct-seeded,1,131,823,2,9.8,9,8.2,7.7,2.5,2,58.5,52.46,6.04,32.07,25.74,6.33,1.21,0.86,0.34,1,,,,,,,,,,,,,,,,6.15,5.2
Lohrey_direct-seeded,1,131,823,3,9,8,7.7,7,5,4.5,105.4,95.73,9.67,52.79,43.91,8.88,1.98,1.48,0.5,1,,,,,,,,,,,,,,,,11.13,9.62
Lohrey_direct-seeded,1,131,823,4,8,7.5,7,6.8,5,9.5,90.8,83.17,7.63,43.82,36.97,6.85,1.64,1.3,0.34,1,,,,,,,,,,,,,,,,10.14,9.03
Lohrey_direct-seeded,1,131,823,5,7.5,7,6.8,6.4,5,14.5,80.3,74.19,6.11,37.96,32.68,5.28,1.44,1.19,0.25,1,,,,,,,,,,,,,,,,9.49,8.64
Lohrey_direct-seeded,1,131,823,6,7,6.6,6.4,6.1,4.5,19.5,65.5,61.01,4.49,28.68,25.07,3.61,1.14,0.96,0.18,1,,,,,,,,,,,,,,,,8.01,7.36
Lohrey_direct-seeded,1,131,823,7,6.6,5.9,6.1,5.5,5,24,61.8,56.87,4.93,27.97,24.77,3.19,1.07,0.92,0.15,1,,,,,,,,,,,,,,,,8.18,7.59
Lohrey_direct-seeded,1,131,823,8,5.9,4.9,5.5,4.6,6,29,58.1,53.01,5.09,24.05,21.4,2.65,0.96,0.84,0.12,1,,,,,,,,,,,,,,,,8.48,7.93
Lohrey_direct-seeded,1,131,823,9,4.9,4.5,4.6,4.2,4.5,35,33.4,30.46,2.94,13.41,12.26,1.15,0.54,0.48,0.07,1,,,,,,,,,,,,,,,,5.54,5.18
Lohrey_direct-seeded,1,131,823,10,4.5,3.7,4.2,3.5,4.5,39.5,23.4,20.91,2.49,10.25,9.25,1.01,0.42,0.37,0.05,1,,,,,,,,,,,,,,,,4.83,4.54
Lohrey_direct-seeded,1,131,823,11,3.7,2.4,3.5,2.2,5.5,44,16.6,14.59,2.01,6.81,6.2,0.61,0.29,0.26,0.04,1,,,,,,,,,,,,,,,,4.39,4.1
Lohrey_direct-seeded,1,131,823,12,2.4,1.3,2.2,1.2,4.5,49.5,6.1,5.13,0.97,2.11,1.84,0.27,0.09,0.08,0.01,1,,,,,,,,,,,,,,,,2.18,2
Lohrey_direct-seeded,1,131,823,13,1.3,0,1.2,0,6,54,1.6,1.27,0.33,0.61,0.53,0.07,0.03,0.02,0,1,,,,,,,,,,,,,,,,1.02,0.94
Lohrey_direct-seeded,1,131,824,1,5.4,4.6,4.1,3.7,1.5,0.5,8.8,7.57,1.23,5.77,4.16,1.61,0.21,0.12,0.08,1,,,,,,,,,,,,,,,,1.96,1.53
Lohrey_direct-seeded,1,131,824,2,4.6,4,3.7,3.4,2.5,2,12.9,11.13,1.77,7.71,5.82,1.89,0.25,0.17,0.08,1,,,,,,,,,,,,,,,,2.81,2.32
Lohrey_direct-seeded,1,131,824,3,4,3.6,3.4,3.1,5,4.5,22.5,19.93,2.57,11.94,9.45,2.48,0.39,0.29,0.11,1,,,,,,,,,,,,,,,,4.97,4.25
Lohrey_direct-seeded,1,131,824,4,3.6,3,3.1,2.7,5,9.5,17.4,15.68,1.72,8.82,6.88,1.94,0.3,0.23,0.07,1,,,,,,,,,,,,,,,,4.32,3.8
Lohrey_direct-seeded,1,131,824,5,3,2.8,2.7,2.5,5,14.5,13.5,12.19,1.31,6.47,5.35,1.12,0.23,0.18,0.04,1,,,,,,,,,,,,,,,,3.8,3.4
Lohrey_direct-seeded,1,131,824,6,2.8,2.3,2.5,2.1,5,19.5,10.2,9.06,1.14,5.36,4.33,1.03,0.18,0.15,0.03,1,,,,,,,,,,,,,,,,3.34,3.01
Lohrey_direct-seeded,1,131,824,7,2.3,2,2.1,1.8,4.5,24.5,6.9,6.18,0.72,3.32,2.77,0.55,0.11,0.09,0.02,1,,,,,,,,,,,,,,,,2.53,2.3
Lohrey_direct-seeded,1,131,824,8,2,1.7,1.8,1.4,5,29,5.6,4.87,0.73,2.67,2.14,0.53,0.09,0.07,0.02,1,,,,,,,,,,,,,,,,2.42,2.09
Lohrey_direct-seeded,1,131,824,9,1.7,1.2,1.4,1,5,34,3.3,2.83,0.47,1.68,1.24,0.44,0.06,0.04,0.02,1,,,,,,,,,,,,,,,,1.9,1.57
Lohrey_direct-seeded,1,131,824,10,1.2,0,1,0,8,39,1.6,1.26,0.34,0.85,0.63,0.22,0.03,0.02,0.01,1,,,,,,,,,,,,,,,,1.26,1.05
Lohrey_direct-seeded,1,131,825,1,8,7,6,5.3,1.5,0.5,19.9,17.18,2.72,12.94,9.2,3.74,0.46,0.26,0.2,1,,,,,,,,,,,,,,,,2.95,2.22
Lohrey_direct-seeded,1,131,825,2,7,6.2,5.3,4.9,2.5,2,25.8,22.39,3.41,17.37,13.11,4.26,0.6,0.36,0.24,1,,,,,,,,,,,,,,,,4.32,3.34
Lohrey_direct-seeded,1,131,825,3,6.2,5.3,4.9,4.4,5.5,4.5,50.1,44.04,6.06,28.77,22.49,6.28,1,0.65,0.35,1,,,,,,,,,,,,,,,,8.28,6.7
Lohrey_direct-seeded,1,131,825,4,5.3,4.8,4.4,4.1,5,10,36.3,31.96,4.34,20.44,15.6,4.84,0.7,0.49,0.2,1,,,,,,,,,,,,,,,,6.61,5.56
Lohrey_direct-seeded,1,131,825,5,4.8,4.2,4.1,3.7,5,15,31.7,28.38,3.32,16.41,12.66,3.75,0.55,0.42,0.14,1,,,,,,,,,,,,,,,,5.89,5.11
Lohrey_direct-seeded,1,131,825,6,4.2,3.7,3.7,3.3,5,20,24.9,21.96,2.94,12.69,10.02,2.67,0.43,0.34,0.09,1,,,,,,,,,,,,,,,,5.17,4.58
Lohrey_direct-seeded,1,131,825,7,3.7,3.3,3.3,2.9,5,25,19.4,17.23,2.17,9.97,7.79,2.18,0.34,0.26,0.07,1,,,,,,,,,,,,,,,,4.58,4.06
Lohrey_direct-seeded,1,131,825,8,3.3,2.7,2.9,2.4,5,30,14.5,13.64,0.86,6.65,5.58,1.07,0.25,0.19,0.05,1,,,,,,,,,,,,,,,,3.93,3.47
Lohrey_direct-seeded,1,131,825,9,2.7,2,2.4,1.7,5,35,8.8,7.57,1.23,4.13,3.35,0.78,0.15,0.12,0.04,1,,,,,,,,,,,,,,,,3.08,2.68
Lohrey_direct-seeded,1,131,825,10,2,1.1,1.7,0.9,5,40,4.1,3.36,0.74,1.81,1.37,0.44,0.07,0.05,0.02,1,,,,,,,,,,,,,,,,2.03,1.7
Lohrey_direct-seeded,1,131,825,11,1.1,0,0.9,0,6,45,1,0.76,0.24,0.48,0.35,0.13,0.02,0.01,0.01,1,,,,,,,,,,,,,,,,0.86,0.71
Lohrey_direct-seeded,1,131,826,1,8.8,7.6,7.1,6.2,1.5,0.5,27.7,24.46,3.24,17.16,13.58,3.58,0.55,0.36,0.19,1,,,,,,,,,,,,,,,,3.22,2.61
Lohrey_direct-seeded,1,131,826,2,7.6,7,6.2,5.8,2.5,2,38.1,34.55,3.55,23.65,18.82,4.82,0.73,0.49,0.24,1,,,,,,,,,,,,,,,,4.78,3.93
Lohrey_direct-seeded,1,131,826,3,7,6.2,5.8,5.3,5,4.5,67.1,59.81,7.29,38.18,30.43,7.75,1.19,0.84,0.35,1,,,,,,,,,,,,,,,,8.64,7.26
Lohrey_direct-seeded,1,131,826,4,6.2,5.6,5.3,5,5,9.5,55.7,50.63,5.07,28.68,24.07,4.61,0.95,0.72,0.23,1,,,,,,,,,,,,,,,,7.72,6.74
Lohrey_direct-seeded,1,131,826,5,5.6,5.2,5,4.8,5,14.5,49.3,44.68,4.62,24.29,21.22,3.07,0.8,0.66,0.14,1,,,,,,,,,,,,,,,,7.07,6.41
Lohrey_direct-seeded,1,131,826,6,5.2,4.8,4.8,4.4,5,19.5,43.1,38.86,4.24,20.04,17.99,2.05,0.68,0.58,0.1,1,,,,,,,,,,,,,,,,6.54,6.02
Lohrey_direct-seeded,1,131,826,7,4.8,4.5,4.4,4.2,5,24.5,36.8,33.2,3.6,16.85,15.2,1.65,0.59,0.5,0.09,1,,,,,,,,,,,,,,,,6.09,5.63
Lohrey_direct-seeded,1,131,826,8,4.5,4.4,4.2,3.7,4.5,29.5,26.6,23.77,2.83,13.16,11.2,1.96,0.49,0.38,0.1,1,,,,,,,,,,,,,,,,5.24,4.65
Lohrey_direct-seeded,1,131,826,9,4.4,3.2,3.7,2.9,5.5,34,25,22.05,2.95,11.7,9.63,2.07,0.44,0.33,0.11,1,,,,,,,,,,,,,,,,5.47,4.75
Lohrey_direct-seeded,1,131,826,10,3.2,2.7,2.9,2.4,4,39.5,12,10.43,1.57,5.06,4.33,0.73,0.19,0.15,0.04,1,,,,,,,,,,,,,,,,3.09,2.78
Lohrey_direct-seeded,1,131,826,11,2.7,1.4,2.4,1.2,6,43.5,9,7.53,1.47,3.76,3.15,0.62,0.15,0.12,0.03,1,,,,,,,,,,,,,,,,3.22,2.83
Lohrey_direct-seeded,1,131,826,12,1.4,0,1.2,0,5.5,49.5,1.6,1.21,0.39,0.71,0.55,0.17,0.03,0.02,0.01,1,,,,,,,,,,,,,,,,1.01,0.86
Lohrey_direct-seeded,1,131,827,1,9.9,9,7.9,7,1.5,0.5,35.4,29.82,5.58,20.84,14.63,6.21,0.73,0.46,0.28,1,,,,,,,,,,,,,,,,3.71,2.93
Lohrey_direct-seeded,1,131,827,2,9,8.2,7,6.6,2.5,2,47.6,41.68,5.92,29.16,21.24,7.93,1.01,0.63,0.38,1,,,,,,,,,,,,,,,,5.63,4.45
Lohrey_direct-seeded,1,131,827,3,8.2,7.4,6.6,6.3,5,4.5,86.9,76.19,10.71,49.01,37.72,11.29,1.66,1.14,0.53,1,,,,,,,,,,,,,,,,10.21,8.44
Lohrey_direct-seeded,1,131,827,4,7.4,7,6.3,6.2,5,9.5,80.8,72.39,8.41,40.93,34.24,6.69,1.41,1.07,0.35,1,,,,,,,,,,,,,,,,9.42,8.18
Lohrey_direct-seeded,1,131,827,5,7,6.8,6.2,6.1,5,14.5,72.4,65.05,7.35,36.46,31.09,5.37,1.3,1.03,0.27,1,,,,,,,,,,,,,,,,9.03,8.05
Lohrey_direct-seeded,1,131,827,6,6.8,6.4,6.1,5.7,5,19.5,68.6,61.64,6.96,34.64,29.69,4.95,1.19,0.95,0.24,1,,,,,,,,,,,,,,,,8.64,7.72
Lohrey_direct-seeded,1,131,827,7,6.4,6,5.7,5.3,5,24.5,61.2,55.31,5.89,27.96,23.52,4.44,1.05,0.83,0.22,1,,,,,,,,,,,,,,,,8.12,7.2
Lohrey_direct-seeded,1,131,827,8,6,5.5,5.3,4.9,5,29.5,53.6,48.2,5.4,24.26,20.37,3.88,0.9,0.71,0.19,1,,,,,,,,,,,,,,,,7.53,6.68
Lohrey_direct-seeded,1,131,827,9,5.5,4.8,4.9,4.3,5.5,34.5,49,43.97,5.03,17.65,14.68,2.97,0.8,0.64,0.16,1,,,,,,,,,,,,,,,,7.42,6.62
Lohrey_direct-seeded,1,131,827,10,4.8,4,4.3,3.6,4.5,40,29.7,25.93,3.77,11.6,9.92,1.67,0.48,0.39,0.09,1,,,,,,,,,,,,,,,,5.18,4.65
Lohrey_direct-seeded,1,131,827,11,4,2.7,3.6,2.4,5,44.5,22,18.68,3.32,7.46,6.37,1.09,0.32,0.26,0.06,1,,,,,,,,,,,,,,,,4.39,3.93
Lohrey_direct-seeded,1,131,827,12,2.7,1.8,2.4,1.6,5,49.5,8.4,6.95,1.45,3.27,2.71,0.56,0.14,0.11,0.03,1,,,,,,,,,,,,,,,,2.95,2.62
Lohrey_direct-seeded,1,131,827,13,1.8,0,1.6,0,7.5,54.5,3,2.24,0.76,1.6,1.32,0.28,0.07,0.05,0.01,1,,,,,,,,,,,,,,,,1.77,1.57
Lohrey_direct-seeded,1,131,828,1,7.4,6,5.8,5,1.5,0.5,17.5,15.24,2.26,11.49,8.77,2.71,0.37,0.24,0.13,1,,,,,,,,,,,,,,,,2.63,2.12
Lohrey_direct-seeded,1,131,828,2,6,5.9,5,4.8,2.5,2,25.4,22.69,2.71,14.2,11.59,2.61,0.48,0.33,0.16,1,,,,,,,,,,,,,,,,3.89,3.21
Lohrey_direct-seeded,1,131,828,3,5.9,5.3,4.8,4.4,5,4.5,46.5,41.21,5.29,26.42,19.84,6.58,0.86,0.58,0.28,1,,,,,,,,,,,,,,,,7.33,6.02
Lohrey_direct-seeded,1,131,828,4,5.3,4.7,4.4,4.1,5,9.5,38.8,35.31,3.49,19.22,15.33,3.89,0.68,0.49,0.19,1,,,,,,,,,,,,,,,,6.54,5.56
Lohrey_direct-seeded,1,131,828,5,4.7,4.4,4.1,3.9,5,14.5,34.1,30.66,3.44,15.86,13.31,2.55,0.57,0.44,0.13,1,,,,,,,,,,,,,,,,5.96,5.24
Lohrey_direct-seeded,1,131,828,6,4.4,4.1,3.9,3.4,5,19.5,29.8,26.58,3.22,12.69,10.15,2.54,0.49,0.37,0.13,1,,,,,,,,,,,,,,,,5.56,4.78
Lohrey_direct-seeded,1,131,828,7,4.1,3.6,3.4,3,5,24.5,24.4,21.56,2.84,10.39,7.97,2.42,0.41,0.28,0.13,1,,,,,,,,,,,,,,,,5.04,4.19
Lohrey_direct-seeded,1,131,828,8,3.6,3.1,3,2.7,5,29.5,17.5,15.39,2.11,7.43,6.06,1.37,0.31,0.22,0.09,1,,,,,,,,,,,,,,,,4.39,3.73
Lohrey_direct-seeded,1,131,828,9,3.1,2.1,2.7,1.8,5,34.5,11.9,10.29,1.61,4.63,3.79,0.85,0.19,0.14,0.05,1,,,,,,,,,,,,,,,,3.4,2.95
Lohrey_direct-seeded,1,131,828,10,2.1,1,1.8,0.8,5,39.5,4.2,3.42,0.78,1.68,1.32,0.35,0.07,0.05,0.02,1,,,,,,,,,,,,,,,,2.03,1.7
Lohrey_direct-seeded,1,131,828,11,1,0,0.8,0,3.5,44.5,0.4,0.29,0.11,0.19,0.13,0.07,0.01,0.01,0,1,,,,,,,,,,,,,,,,0.46,0.37
Lohrey_direct-seeded,1,131,829,1,10.6,9.2,8.2,7.2,1.5,0.5,35.2,30.21,4.99,15.53,10.33,5.2,0.81,0.49,0.32,1,,,,,,,,,,,,,,,,3.89,3.02
Lohrey_direct-seeded,1,131,829,2,9.2,8.1,7.2,6.4,2.5,2,50,43.25,6.75,28.42,20.12,8.3,1.02,0.63,0.39,1,,,,,,,,,,,,,,,,5.66,4.45
Lohrey_direct-seeded,1,131,829,3,8.1,7.5,6.4,6.4,5,4.5,78.6,69.36,9.24,42.36,33.64,8.72,1.66,1.12,0.54,1,,,,,,,,,,,,,,,,10.21,8.38
Lohrey_direct-seeded,1,131,829,4,7.5,6.7,6.4,5.9,5,9.5,72.3,63.43,8.87,38.76,32.36,6.4,1.38,1.03,0.35,1,,,,,,,,,,,,,,,,9.29,8.05
Lohrey_direct-seeded,1,131,829,5,6.7,6.3,5.9,5.6,5,14.5,66.8,59.3,7.5,28.32,23.92,4.4,1.15,0.9,0.25,1,,,,,,,,,,,,,,,,8.51,7.53
Lohrey_direct-seeded,1,131,829,6,6.3,6,5.6,5.2,5,19.5,59.6,53.46,6.14,25.03,20.21,4.82,1.03,0.8,0.24,1,,,,,,,,,,,,,,,,8.05,7.07
Lohrey_direct-seeded,1,131,829,7,6,5.5,5.2,4.8,5,24.5,52.9,47.09,5.81,21.26,16.85,4.41,0.9,0.68,0.22,1,,,,,,,,,,,,,,,,7.53,6.54
Lohrey_direct-seeded,1,131,829,8,5.5,5,4.8,4.4,5,29.5,42.2,37.35,4.85,17.16,13.86,3.31,0.75,0.58,0.18,1,,,,,,,,,,,,,,,,6.87,6.02
Lohrey_direct-seeded,1,131,829,9,5,4.7,4.4,3.3,5,34.5,32.6,27.97,4.63,15.29,10.74,4.55,0.64,0.41,0.23,1,,,,,,,,,,,,,,,,6.35,5.04
Lohrey_direct-seeded,1,131,829,10,4.7,2.4,3.3,2.1,5,39.5,16.7,14.2,2.5,7.61,4.87,2.75,0.38,0.21,0.17,1,,,,,,,,,,,,,,,,4.65,3.53
Lohrey_direct-seeded,1,131,829,11,2.4,0.9,2.1,0.8,5,44.5,5.4,4.34,1.06,1.97,1.58,0.39,0.09,0.07,0.02,1,,,,,,,,,,,,,,,,2.16,1.9
Lohrey_direct-seeded,1,131,829,12,0.9,0,0.8,0,3.5,49.5,0.5,0.35,0.15,0.17,0.13,0.03,0.01,0.01,0,1,,,,,,,,,,,,,,,,0.41,0.37
Lohrey_direct-seeded,1,131,830,1,8.6,7.8,6.4,5.9,1.5,0.5,22.8,19.03,3.77,18.08,11.72,6.36,0.55,0.31,0.24,1,,,,,,,,,,,,,,,,3.22,2.42
Lohrey_direct-seeded,1,131,830,2,7.8,6.9,5.9,5.5,2.5,2,32.5,27.79,4.71,22.81,17.32,5.49,0.74,0.44,0.3,1,,,,,,,,,,,,,,,,4.81,3.73
Lohrey_direct-seeded,1,131,830,3,6.9,5.9,5.5,5,5,4.5,57,48.63,8.37,35.26,28.51,6.75,1.12,0.75,0.37,1,,,,,,,,,,,,,,,,8.38,6.87
