author,loc,spcd,treeno,section_id,ob_d_bot,ob_d_top,ib_d_bot,ib_d_top,len,ht,wdbk_gw,wd_gw,bk_gw,wdbk_dw,wd_dw,bk_dw,wdbk_cv,wd_cv,bk_cv,cen,wd_def1d_1,wd_def1d_2,wd_def1len,wd_def1cl,wd_def2cl,wd_def2d_1,wd_def2d_2,wd_def2len,wd_def3cl_1,wd_def3d_1,wd_def3d_2,wd_def3len,wdbk_d_kerf,wdbk_wid_kerf,wdbk_gw_kerf,wdbk_ar,wd_ar
Smalley_Bowater,1,131,90,7,9.1,8.5,8.7,8.2,5.25,32.5,145,,,,,,2.22,2.05,0.17,1,,,,,,,,,,,,,,,,12.1,11.61
Smalley_Bowater,1,131,90,8,8.5,8.4,8.2,8,5.25,37.8,125,,,,,,2.04,1.88,0.17,1,,,,,,,,,,,,,,,,11.61,11.13
Smalley_Bowater,1,131,90,9,8.4,7.5,8,7.2,5.25,43,115,,,,,,1.82,1.66,0.16,1,,,,,,,,,,,,,,,,10.93,10.45
Smalley_Bowater,1,131,90,10,7.5,6.7,7.2,6.4,5.25,48.2,100,,,,,,1.45,1.33,0.12,1,,,,,,,,,,,,,,,,9.76,9.35
Smalley_Bowater,1,131,90,11,6.7,4.9,6.4,4.7,5.25,53.5,65,,,,,,0.99,0.9,0.08,1,,,,,,,,,,,,,,,,7.97,7.63
Smalley_Bowater,1,131,91,1,13.3,10.7,12.1,9.5,5.25,1,220,,,,,,4.17,3.39,0.78,1,,,,,,,,,,,,,,,,16.49,14.84
Smalley_Bowater,1,131,91,2,10.7,10.3,9.5,9.5,5.25,6.2,175,,,,,,3.16,2.58,0.57,1,,,,,,,,,,,,,,,,14.43,13.06
Smalley_Bowater,1,131,91,3,10.3,9.7,9.5,9.1,5.25,11.5,165,,,,,,2.87,2.48,0.39,1,,,,,,,,,,,,,,,,13.74,12.78
Smalley_Bowater,1,131,91,4,9.7,9.6,9.1,9,5.25,16.8,155,,,,,,2.67,2.35,0.32,1,,,,,,,,,,,,,,,,13.26,12.44
Smalley_Bowater,1,131,91,5,9.6,8.8,9,8.3,5.25,22,140,,,,,,2.43,2.15,0.28,1,,,,,,,,,,,,,,,,12.64,11.89
Smalley_Bowater,1,131,91,6,8.8,8.3,8.3,7.9,5.25,27.2,130,,,,,,2.09,1.88,0.22,1,,,,,,,,,,,,,,,,11.75,11.13
Smalley_Bowater,1,131,91,7,8.3,7.7,7.9,7.3,5.25,32.5,120,,,,,,1.84,1.66,0.18,1,,,,,,,,,,,,,,,,11,10.45
Smalley_Bowater,1,131,91,8,7.7,7.3,7.3,6.8,5.25,37.8,110,,,,,,1.61,1.42,0.19,1,,,,,,,,,,,,,,,,10.31,9.69
Smalley_Bowater,1,131,91,9,7.3,6.7,6.8,6.3,5.25,43,90,,,,,,1.41,1.23,0.18,1,,,,,,,,,,,,,,,,9.62,9
Smalley_Bowater,1,131,91,10,6.7,5.2,6.3,4.9,5.25,48.2,70,,,,,,1.03,0.91,0.12,1,,,,,,,,,,,,,,,,8.18,7.7
Smalley_Bowater,1,131,91,11,5.2,4.4,4.9,4.1,5.25,53.5,40,,,,,,0.66,0.58,0.08,1,,,,,,,,,,,,,,,,6.6,6.19
Smalley_Bowater,1,131,92,1,14.3,10.3,13.2,9.2,5.25,1,200,,,,,,4.45,3.71,0.74,1,,,,,,,,,,,,,,,,16.91,15.39
Smalley_Bowater,1,131,92,2,10.3,9.8,9.2,9.1,5.25,6.2,150,,,,,,2.89,2.4,0.5,1,,,,,,,,,,,,,,,,13.81,12.58
Smalley_Bowater,1,131,92,3,9.8,9.5,9.1,8.8,5.25,11.5,140,,,,,,2.67,2.29,0.37,1,,,,,,,,,,,,,,,,13.26,12.3
Smalley_Bowater,1,131,92,4,9.5,9,8.8,8.4,5.25,16.8,125,,,,,,2.45,2.12,0.33,1,,,,,,,,,,,,,,,,12.71,11.82
Smalley_Bowater,1,131,92,5,9,8.5,8.4,8,5.25,22,115,,,,,,2.19,1.93,0.27,1,,,,,,,,,,,,,,,,12.03,11.27
Smalley_Bowater,1,131,92,6,8.5,8,8,7.5,5.25,27.2,110,,,,,,1.95,1.72,0.23,1,,,,,,,,,,,,,,,,11.34,10.65
Smalley_Bowater,1,131,92,7,8,7.4,7.5,7.1,5.25,32.5,95,,,,,,1.7,1.53,0.17,1,,,,,,,,,,,,,,,,10.58,10.03
Smalley_Bowater,1,131,92,8,7.4,7.1,7.1,6.7,5.25,37.8,90,,,,,,1.51,1.36,0.14,1,,,,,,,,,,,,,,,,9.96,9.48
Smalley_Bowater,1,131,92,9,7.1,6.3,6.7,5.9,5.25,43,75,,,,,,1.29,1.14,0.15,1,,,,,,,,,,,,,,,,9.21,8.66
Smalley_Bowater,1,131,92,10,6.3,5.5,5.9,5.3,5.25,48.2,65,,,,,,1,0.9,0.1,1,,,,,,,,,,,,,,,,8.11,7.7
Smalley_Bowater,1,131,92,11,5.5,4.7,5.3,4.5,5.25,53.5,50,,,,,,0.75,0.69,0.06,1,,,,,,,,,,,,,,,,7.01,6.73
Smalley_Bowater,1,131,92,12,4.7,3.7,4.5,3.5,5.25,58.8,35,,,,,,0.51,0.47,0.05,1,,,,,,,,,,,,,,,,5.77,5.5
Smalley_Bowater,1,131,93,1,19.9,17,18.1,15.2,5.25,1,495,,,,,,9.81,8,1.81,1,,,,,,,,,,,,,,,,25.36,22.88
Smalley_Bowater,1,131,93,2,17,15.7,15.2,14.7,5.25,6.2,435,,,,,,7.67,6.4,1.27,1,,,,,,,,,,,,,,,,22.47,20.55
Smalley_Bowater,1,131,93,3,15.7,14.7,14.7,13.8,5.25,11.5,395,,,,,,6.62,5.82,0.8,1,,,,,,,,,,,,,,,,20.89,19.59
Smalley_Bowater,1,131,93,4,14.7,14.4,13.8,13.2,5.25,16.8,365,,,,,,6.06,5.22,0.84,1,,,,,,,,,,,,,,,,20,18.56
Smalley_Bowater,1,131,93,5,14.4,12.7,13.2,11.9,5.25,22,335,,,,,,5.28,4.52,0.76,1,,,,,,,,,,,,,,,,18.62,17.25
Smalley_Bowater,1,131,93,6,12.7,11.9,11.9,11.2,5.25,27.2,275,,,,,,4.34,3.82,0.51,1,,,,,,,,,,,,,,,,16.91,15.87
Smalley_Bowater,1,131,93,7,11.9,10.6,11.2,10,5.25,32.5,240,,,,,,3.64,3.23,0.41,1,,,,,,,,,,,,,,,,15.46,14.57
Smalley_Bowater,1,131,93,8,10.6,9.4,10,8.7,5.25,37.8,190,,,,,,2.87,2.52,0.36,1,,,,,,,,,,,,,,,,13.74,12.85
Smalley_Bowater,1,131,93,9,9.4,8.4,8.7,8,5.25,43,145,,,,,,2.28,2,0.28,1,,,,,,,,,,,,,,,,12.23,11.48
Smalley_Bowater,1,131,93,10,8.4,6.6,8,6.2,5.25,48.2,105,,,,,,1.63,1.47,0.17,1,,,,,,,,,,,,,,,,10.31,9.76
Smalley_Bowater,1,131,93,11,6.6,4.3,6.2,4,5.25,53.5,55,,,,,,0.89,0.78,0.11,1,,,,,,,,,,,,,,,,7.49,7.01
Smalley_Bowater,1,131,94,1,12.2,9.5,11.3,8.6,5.25,1,185,,,,,,3.42,2.89,0.54,1,,,,,,,,,,,,,,,,14.91,13.68
Smalley_Bowater,1,131,94,2,9.5,8.5,8.6,8.1,5.25,6.2,135,,,,,,2.33,2,0.33,1,,,,,,,,,,,,,,,,12.37,11.48
Smalley_Bowater,1,131,94,3,8.5,8.3,8.1,7.8,5.25,11.5,125,,,,,,2.02,1.81,0.21,1,,,,,,,,,,,,,,,,11.55,10.93
Smalley_Bowater,1,131,94,4,8.3,7.8,7.8,7.5,5.25,16.8,115,,,,,,1.86,1.68,0.18,1,,,,,,,,,,,,,,,,11.06,10.51
Smalley_Bowater,1,131,94,5,7.8,7.2,7.5,6.8,5.25,22,100,,,,,,1.61,1.47,0.15,1,,,,,,,,,,,,,,,,10.31,9.83
Smalley_Bowater,1,131,94,6,7.2,6.8,6.8,6.4,5.25,27.2,90,,,,,,1.4,1.25,0.16,1,,,,,,,,,,,,,,,,9.62,9.07
Smalley_Bowater,1,131,94,7,6.8,6,6.4,5.7,5.25,32.5,80,,,,,,1.18,1.05,0.13,1,,,,,,,,,,,,,,,,8.8,8.32
Smalley_Bowater,1,131,94,8,6,5,5.7,4.8,5.25,37.8,60,,,,,,0.87,0.8,0.08,1,,,,,,,,,,,,,,,,7.56,7.22
Smalley_Bowater,1,131,94,9,5,4,4.8,3.8,5.25,43,50,,,,,,0.59,0.54,0.05,1,,,,,,,,,,,,,,,,6.19,5.91
Smalley_Bowater,1,131,95,1,22,16.7,20.3,15,5.25,1,575,,,,,,10.92,9.12,1.8,1,,,,,,,,,,,,,,,,26.6,24.26
Smalley_Bowater,1,131,95,2,16.7,15.6,15,14.4,5.25,6.2,425,,,,,,7.48,6.19,1.29,1,,,,,,,,,,,,,,,,22.2,20.2
Smalley_Bowater,1,131,95,3,15.6,15.3,14.4,14.3,5.25,11.5,390,,,,,,6.84,5.9,0.94,1,,,,,,,,,,,,,,,,21.24,19.72
Smalley_Bowater,1,131,95,4,15.3,13.4,14.3,12.5,5.25,16.8,360,,,,,,5.92,5.16,0.76,1,,,,,,,,,,,,,,,,19.72,18.42
Smalley_Bowater,1,131,95,5,13.4,12.6,12.5,11.9,5.25,22,310,,,,,,4.84,4.26,0.58,1,,,,,,,,,,,,,,,,17.87,16.77
Smalley_Bowater,1,131,95,6,12.6,11.3,11.9,10.6,5.25,27.2,275,,,,,,4.1,3.64,0.47,1,,,,,,,,,,,,,,,,16.42,15.46
Smalley_Bowater,1,131,95,7,11.3,11,10.6,10.4,5.25,32.5,225,,,,,,3.56,3.16,0.4,1,,,,,,,,,,,,,,,,15.33,14.43
Smalley_Bowater,1,131,95,8,11,9.8,10.4,9.3,5.25,37.8,195,,,,,,3.11,2.79,0.32,1,,,,,,,,,,,,,,,,14.29,13.54
Smalley_Bowater,1,131,95,9,9.8,7.7,9.3,7.4,5.25,43,165,,,,,,2.22,2.02,0.2,1,,,,,,,,,,,,,,,,12.03,11.48
Smalley_Bowater,1,131,95,10,7.7,6,7.4,5.6,5.25,48.2,115,,,,,,1.36,1.23,0.13,1,,,,,,,,,,,,,,,,9.41,8.93
Smalley_Bowater,1,131,95,11,6,4.6,5.6,4.2,5.25,53.5,60,,,,,,0.82,0.7,0.12,1,,,,,,,,,,,,,,,,7.28,6.73
Smalley_Bowater,1,131,96,1,16.2,12.2,14.8,10.8,5.25,1,310,,,,,,5.89,4.81,1.08,1,,,,,,,,,,,,,,,,19.52,17.59
Smalley_Bowater,1,131,96,2,12.2,11.4,10.8,10.8,5.25,6.2,245,,,,,,3.99,3.34,0.65,1,,,,,,,,,,,,,,,,16.22,14.84
Smalley_Bowater,1,131,96,3,11.4,10.6,10.8,10.1,5.25,11.5,225,,,,,,3.47,3.13,0.34,1,,,,,,,,,,,,,,,,15.12,14.36
Smalley_Bowater,1,131,96,4,10.6,10.3,10.1,9.8,5.25,16.8,215,,,,,,3.13,2.84,0.29,1,,,,,,,,,,,,,,,,14.36,13.68
Smalley_Bowater,1,131,96,5,10.3,9.8,9.8,9.3,5.25,22,195,,,,,,2.89,2.61,0.28,1,,,,,,,,,,,,,,,,13.81,13.13
Smalley_Bowater,1,131,96,6,9.8,9.1,9.3,8.7,5.25,27.2,175,,,,,,2.56,2.32,0.24,1,,,,,,,,,,,,,,,,12.99,12.37
Smalley_Bowater,1,131,96,7,9.1,8.4,8.7,8.1,5.25,32.5,150,,,,,,2.2,2.02,0.17,1,,,,,,,,,,,,,,,,12.03,11.55
Smalley_Bowater,1,131,96,8,8.4,7.6,8.1,7.3,5.25,37.8,130,,,,,,1.84,1.7,0.13,1,,,,,,,,,,,,,,,,11,10.58
Smalley_Bowater,1,131,96,9,7.6,6.8,7.3,6.5,5.25,43,105,,,,,,1.49,1.37,0.12,1,,,,,,,,,,,,,,,,9.9,9.48
Smalley_Bowater,1,131,96,10,6.8,5.8,6.5,5.6,5.25,48.2,75,,,,,,1.14,1.05,0.09,1,,,,,,,,,,,,,,,,8.66,8.32
Smalley_Bowater,1,131,97,1,18.9,14.4,17.5,13,5.25,1,375,,,,,,8.08,6.8,1.28,1,,,,,,,,,,,,,,,,22.88,20.96
Smalley_Bowater,1,131,97,2,14.4,13.9,13,12.9,5.25,6.2,320,,,,,,5.73,4.8,0.93,1,,,,,,,,,,,,,,,,19.45,17.8
Smalley_Bowater,1,131,97,3,13.9,12.7,12.9,11.4,5.25,11.5,280,,,,,,5.08,4.24,0.83,1,,,,,,,,,,,,,,,,18.28,16.7
Smalley_Bowater,1,131,97,4,12.7,11.6,11.4,10.8,5.25,16.8,250,,,,,,4.24,3.53,0.71,1,,,,,,,,,,,,,,,,16.7,15.26
Smalley_Bowater,1,131,97,5,11.6,11,10.8,10.4,5.25,22,215,,,,,,3.66,3.22,0.44,1,,,,,,,,,,,,,,,,15.53,14.57
Smalley_Bowater,1,131,97,6,11,9.8,10.4,9.3,5.25,27.2,185,,,,,,3.11,2.79,0.32,1,,,,,,,,,,,,,,,,14.29,13.54
Smalley_Bowater,1,131,97,7,9.8,8.9,9.3,8.4,5.25,32.5,155,,,,,,2.51,2.25,0.26,1,,,,,,,,,,,,,,,,12.85,12.16
Smalley_Bowater,1,131,97,8,8.9,7.9,8.4,7.5,5.25,37.8,125,,,,,,2.03,1.82,0.21,1,,,,,,,,,,,,,,,,11.55,10.93
Smalley_Bowater,1,131,97,9,7.9,7,7.5,6.7,5.25,43,100,,,,,,1.6,1.45,0.15,1,,,,,,,,,,,,,,,,10.24,9.76
Smalley_Bowater,1,131,97,10,7,5.4,6.7,5.2,5.25,48.2,70,,,,,,1.12,1.03,0.09,1,,,,,,,,,,,,,,,,8.52,8.18
Smalley_Bowater,1,131,98,1,17.2,12.8,15.6,11.2,5.25,1,340,,,,,,6.58,5.28,1.3,1,,,,,,,,,,,,,,,,20.62,18.42
Smalley_Bowater,1,131,98,2,12.8,11.8,11.2,10.9,5.25,6.2,260,,,,,,4.34,3.5,0.84,1,,,,,,,,,,,,,,,,16.91,15.19
Smalley_Bowater,1,131,98,3,11.8,11.2,10.9,10.4,5.25,11.5,235,,,,,,3.79,3.25,0.54,1,,,,,,,,,,,,,,,,15.81,14.64
Smalley_Bowater,1,131,98,4,11.2,10.6,10.4,9.9,5.25,16.8,215,,,,,,3.4,2.95,0.45,1,,,,,,,,,,,,,,,,14.98,13.95
Smalley_Bowater,1,131,98,5,10.6,10,9.9,9.3,5.25,22,190,,,,,,3.04,2.64,0.4,1,,,,,,,,,,,,,,,,14.16,13.19
Smalley_Bowater,1,131,98,6,10,9.5,9.3,9,5.25,27.2,165,,,,,,2.72,2.4,0.33,1,,,,,,,,,,,,,,,,13.4,12.58
Smalley_Bowater,1,131,98,7,9.5,8.7,9,8.4,5.25,32.5,140,,,,,,2.38,2.17,0.21,1,,,,,,,,,,,,,,,,12.51,11.96
Smalley_Bowater,1,131,98,8,8.7,7.4,8.4,7,5.25,37.8,105,,,,,,1.87,1.71,0.16,1,,,,,,,,,,,,,,,,11.06,10.58
Smalley_Bowater,1,131,98,9,7.4,5.7,7,5.3,5.25,43,70,,,,,,1.25,1.1,0.15,1,,,,,,,,,,,,,,,,9,8.45
Smalley_Bowater,1,131,98,10,5.7,4.2,5.3,3.9,5.25,48.2,40,,,,,,0.72,0.62,0.1,1,,,,,,,,,,,,,,,,6.8,6.32
Smalley_Bowater,1,131,99,1,16.5,13.7,15.2,12.4,5.25,1,365,,,,,,6.58,5.51,1.08,1,,,,,,,,,,,,,,,,20.75,18.97
Smalley_Bowater,1,131,99,2,13.7,13.5,12.4,12.2,5.25,6.2,305,,,,,,5.3,4.33,0.96,1,,,,,,,,,,,,,,,,18.69,16.91
Smalley_Bowater,1,131,99,3,13.5,12.7,12.2,11.9,5.25,11.5,300,,,,,,4.92,4.16,0.76,1,,,,,,,,,,,,,,,,18.01,16.56
Smalley_Bowater,1,131,99,4,12.7,12.2,11.9,11.4,5.25,16.8,285,,,,,,4.44,3.89,0.55,1,,,,,,,,,,,,,,,,17.11,16.01
Smalley_Bowater,1,131,99,5,12.2,11.5,11.4,10.9,5.25,22,255,,,,,,4.02,3.56,0.46,1,,,,,,,,,,,,,,,,16.29,15.33
Smalley_Bowater,1,131,99,6,11.5,10.8,10.9,10.2,5.25,27.2,230,,,,,,3.56,3.19,0.37,1,,,,,,,,,,,,,,,,15.33,14.5
Smalley_Bowater,1,131,99,7,10.8,10.3,10.2,9.9,5.25,32.5,205,,,,,,3.19,2.89,0.3,1,,,,,,,,,,,,,,,,14.5,13.81
Smalley_Bowater,1,131,99,8,10.3,9.7,9.9,9.2,5.25,37.8,175,,,,,,2.87,2.61,0.25,1,,,,,,,,,,,,,,,,13.74,13.13
Smalley_Bowater,1,131,99,9,9.7,8.2,9.2,7.8,5.25,43,145,,,,,,2.31,2.08,0.23,1,,,,,,,,,,,,,,,,12.3,11.68
Smalley_Bowater,1,131,99,10,8.2,7.1,7.8,6.7,5.25,48.2,115,,,,,,1.68,1.51,0.17,1,,,,,,,,,,,,,,,,10.51,9.96
Smalley_Bowater,1,131,99,11,7.1,5.6,6.7,5.3,5.25,53.5,75,,,,,,1.17,1.04,0.13,1,,,,,,,,,,,,,,,,8.73,8.25
Smalley_Bowater,1,131,99,12,5.6,3.9,5.3,3.6,5.25,58.8,50,,,,,,0.67,0.59,0.08,1,,,,,,,,,,,,,,,,6.53,6.12
Smalley_Bowater,1,132,28,1,15.7,12.1,15,11.4,5.25,1,310,,,,,,5.63,5.08,0.54,1,,,,,,,,,,,,,,,,19.1,18.14
Smalley_Bowater,1,132,28,2,12.1,11.8,11.4,11.4,5.25,6.2,240,,,,,,4.09,3.72,0.37,1,,,,,,,,,,,,,,,,16.42,15.67
Smalley_Bowater,1,132,28,3,11.8,11.2,11.4,10.8,5.25,11.5,220,,,,,,3.79,3.53,0.26,1,,,,,,,,,,,,,,,,15.81,15.26
Smalley_Bowater,1,132,28,4,11.2,10.4,10.8,10.2,5.25,16.8,200,,,,,,3.34,3.16,0.18,1,,,,,,,,,,,,,,,,14.84,14.43
Smalley_Bowater,1,132,28,5,10.4,10.4,10.2,10,5.25,22,185,,,,,,3.1,2.92,0.18,1,,,,,,,,,,,,,,,,14.29,13.88
Smalley_Bowater,1,132,28,6,10.4,9.5,10,9.4,5.25,27.2,170,,,,,,2.84,2.7,0.14,1,,,,,,,,,,,,,,,,13.68,13.33
Smalley_Bowater,1,132,28,7,9.5,9.4,9.4,9.2,5.25,32.5,150,,,,,,2.56,2.48,0.08,1,,,,,,,,,,,,,,,,12.99,12.78
Smalley_Bowater,1,132,28,8,9.4,8.4,9.2,8,5.25,37.8,150,,,,,,2.28,2.13,0.15,1,,,,,,,,,,,,,,,,12.23,11.82
Smalley_Bowater,1,132,28,9,8.4,7,8,6.7,5.25,43,125,,,,,,1.71,1.56,0.15,1,,,,,,,,,,,,,,,,10.58,10.1
Smalley_Bowater,1,132,28,10,7,5.6,6.7,5.4,5.25,48.2,80,,,,,,1.15,1.06,0.09,1,,,,,,,,,,,,,,,,8.66,8.32
Smalley_Bowater,1,132,29,1,9.6,8.3,9.2,7.9,5.25,1,135,,,,,,2.31,2.11,0.2,1,,,,,,,,,,,,,,,,12.3,11.75
Smalley_Bowater,1,132,29,2,8.3,8,7.9,7.8,5.25,6.2,110,,,,,,1.9,1.76,0.14,1,,,,,,,,,,,,,,,,11.2,10.79
Smalley_Bowater,1,132,29,3,8,7.6,7.8,7.3,5.25,11.5,95,,,,,,1.74,1.63,0.11,1,,,,,,,,,,,,,,,,10.72,10.38
Smalley_Bowater,1,132,29,4,7.6,7.2,7.3,7,5.25,16.8,85,,,,,,1.57,1.46,0.1,1,,,,,,,,,,,,,,,,10.17,9.83
Smalley_Bowater,1,132,29,5,7.2,6.8,7,6.6,5.25,22,75,,,,,,1.4,1.33,0.08,1,,,,,,,,,,,,,,,,9.62,9.35
Smalley_Bowater,1,132,29,6,6.8,6.5,6.6,6.2,5.25,27.2,70,,,,,,1.27,1.17,0.09,1,,,,,,,,,,,,,,,,9.14,8.8
Smalley_Bowater,1,132,29,7,6.5,5.9,6.2,5.6,5.25,32.5,65,,,,,,1.1,1,0.1,1,,,,,,,,,,,,,,,,8.52,8.11
Smalley_Bowater,1,132,29,8,5.9,5.4,5.6,5.2,5.25,37.8,55,,,,,,0.92,0.84,0.08,1,,,,,,,,,,,,,,,,7.77,7.42
Smalley_Bowater,1,132,29,9,5.4,4.8,5.2,4.6,5.25,43,45,,,,,,0.75,0.69,0.06,1,,,,,,,,,,,,,,,,7.01,6.73
Smalley_Bowater,1,132,29,10,4.8,4.1,4.6,4,5.25,48.2,35,,,,,,0.57,0.53,0.04,1,,,,,,,,,,,,,,,,6.12,5.91
Smalley_Bowater,1,132,30,1,12.4,10.4,12.1,10.1,5.25,1,210,,,,,,3.75,3.56,0.19,1,,,,,,,,,,,,,,,,15.67,15.26
Smalley_Bowater,1,132,30,2,10.4,9.6,10.1,9.4,5.25,6.2,165,,,,,,2.87,2.73,0.14,1,,,,,,,,,,,,,,,,13.74,13.4
Smalley_Bowater,1,132,30,3,9.6,9.5,9.4,9.2,5.25,11.5,150,,,,,,2.61,2.48,0.13,1,,,,,,,,,,,,,,,,13.13,12.78
Smalley_Bowater,1,132,30,4,9.5,9.1,9.2,8.8,5.25,16.8,140,,,,,,2.48,2.32,0.16,1,,,,,,,,,,,,,,,,12.78,12.37
Smalley_Bowater,1,132,30,5,9.1,8.8,8.8,8.6,5.25,22,135,,,,,,2.29,2.17,0.13,1,,,,,,,,,,,,,,,,12.3,11.96
Smalley_Bowater,1,132,30,6,8.8,8.2,8.6,7.9,5.25,27.2,125,,,,,,2.07,1.95,0.12,1,,,,,,,,,,,,,,,,11.68,11.34
Smalley_Bowater,1,132,30,7,8.2,7.6,7.9,7.3,5.25,32.5,105,,,,,,1.79,1.66,0.13,1,,,,,,,,,,,,,,,,10.86,10.45
Smalley_Bowater,1,132,30,8,7.6,6.8,7.3,6.6,5.25,37.8,90,,,,,,1.49,1.39,0.1,1,,,,,,,,,,,,,,,,9.9,9.55
Smalley_Bowater,1,132,30,9,6.8,6.4,6.6,6.1,5.25,43,80,,,,,,1.25,1.16,0.09,1,,,,,,,,,,,,,,,,9.07,8.73
Smalley_Bowater,1,132,30,10,6.4,4.8,6.1,4.6,5.25,48.2,55,,,,,,0.92,0.84,0.08,1,,,,,,,,,,,,,,,,7.7,7.35
Smalley_Bowater,1,132,31,1,10.8,8.9,10.4,8.5,5.25,1,185,,,,,,2.8,2.58,0.22,1,,,,,,,,,,,,,,,,13.54,12.99
Smalley_Bowater,1,132,31,2,8.9,8.5,8.5,8.3,5.25,6.2,135,,,,,,2.17,2.02,0.15,1,,,,,,,,,,,,,,,,11.96,11.55
Smalley_Bowater,1,132,31,3,8.5,8.3,8.3,8.2,5.25,11.5,120,,,,,,2.02,1.95,0.07,1,,,,,,,,,,,,,,,,11.55,11.34
Smalley_Bowater,1,132,31,4,8.3,7.8,8.2,7.6,5.25,16.8,105,,,,,,1.86,1.79,0.07,1,,,,,,,,,,,,,,,,11.06,10.86
Smalley_Bowater,1,132,31,5,7.8,7.1,7.6,6.8,5.25,22,95,,,,,,1.59,1.49,0.1,1,,,,,,,,,,,,,,,,10.24,9.9
Smalley_Bowater,1,132,31,6,7.1,5.3,6.8,5,5.25,27.2,75,,,,,,1.12,1.02,0.1,1,,,,,,,,,,,,,,,,8.52,8.11
Smalley_Bowater,1,132,32,1,11.2,9.4,10.6,8.8,5.25,1,175,,,,,,3.06,2.72,0.34,1,,,,,,,,,,,,,,,,14.16,13.33
Smalley_Bowater,1,132,32,2,9.4,8.4,8.8,8,5.25,6.2,130,,,,,,2.28,2.02,0.25,1,,,,,,,,,,,,,,,,12.23,11.55
Smalley_Bowater,1,132,32,3,8.4,7.7,8,7.4,5.25,11.5,110,,,,,,1.86,1.7,0.16,1,,,,,,,,,,,,,,,,11.06,10.58
Smalley_Bowater,1,132,32,4,7.7,7.2,7.4,7,5.25,16.8,100,,,,,,1.59,1.49,0.11,1,,,,,,,,,,,,,,,,10.24,9.9
Smalley_Bowater,1,132,32,5,7.2,6.6,7,6.4,5.25,22,85,,,,,,1.37,1.29,0.08,1,,,,,,,,,,,,,,,,9.48,9.21
Smalley_Bowater,1,132,32,6,6.6,6,6.4,5.8,5.25,27.2,65,,,,,,1.14,1.07,0.07,1,,,,,,,,,,,,,,,,8.66,8.38
Smalley_Bowater,1,132,33,1,11.5,9.8,11.2,9.5,5.25,1,200,,,,,,3.27,3.09,0.18,1,,,,,,,,,,,,,,,,14.64,14.23
Smalley_Bowater,1,132,33,2,9.8,9,9.5,8.8,5.25,6.2,160,,,,,,2.53,2.4,0.13,1,,,,,,,,,,,,,,,,12.92,12.58
Smalley_Bowater,1,132,33,3,9,8.6,8.8,8.5,5.25,11.5,135,,,,,,2.22,2.14,0.08,1,,,,,,,,,,,,,,,,12.1,11.89
Smalley_Bowater,1,132,33,4,8.6,8.3,8.5,8,5.25,16.8,120,,,,,,2.05,1.95,0.09,1,,,,,,,,,,,,,,,,11.61,11.34
Smalley_Bowater,1,132,33,5,8.3,7.6,8,7.3,5.25,22,105,,,,,,1.81,1.68,0.13,1,,,,,,,,,,,,,,,,10.93,10.51
Smalley_Bowater,1,132,33,6,7.6,6.5,7.3,6.4,5.25,27.2,90,,,,,,1.43,1.35,0.08,1,,,,,,,,,,,,,,,,9.69,9.41
Smalley_Bowater,1,132,33,7,6.5,5,6.4,4.8,5.25,32.5,70,,,,,,0.96,0.92,0.05,1,,,,,,,,,,,,,,,,7.9,7.7
Smalley_Bowater,1,132,34,1,10.6,7.8,10.3,7.6,5.25,1,150,,,,,,2.48,2.35,0.13,1,,,,,,,,,,,,,,,,12.64,12.3
Smalley_Bowater,1,132,34,2,7.8,7.4,7.6,7.2,5.25,6.2,100,,,,,,1.66,1.57,0.09,1,,,,,,,,,,,,,,,,10.45,10.17
Smalley_Bowater,1,132,34,3,7.4,7.1,7.2,6.8,5.25,11.5,90,,,,,,1.51,1.4,0.1,1,,,,,,,,,,,,,,,,9.96,9.62
Smalley_Bowater,1,132,34,4,7.1,6.6,6.8,6.5,5.25,16.8,85,,,,,,1.35,1.27,0.08,1,,,,,,,,,,,,,,,,9.41,9.14
Smalley_Bowater,1,132,34,5,6.6,6.4,6.5,6.1,5.25,22,80,,,,,,1.21,1.14,0.07,1,,,,,,,,,,,,,,,,8.93,8.66
Smalley_Bowater,1,132,34,6,6.4,5.3,6.1,5.2,5.25,27.2,70,,,,,,0.99,0.92,0.07,1,,,,,,,,,,,,,,,,8.04,7.77
Smalley_Bowater,1,132,34,7,5.3,4,5.2,3.7,5.25,32.5,50,,,,,,0.63,0.58,0.05,1,,,,,,,,,,,,,,,,6.39,6.12
Smalley_Bowater,1,132,35,1,8.5,6.8,8.2,6.5,5.25,1,110,,,,,,1.7,1.57,0.13,1,,,,,,,,,,,,,,,,10.51,10.1
Smalley_Bowater,1,132,35,2,6.8,6.2,6.5,6,5.25,6.2,85,,,,,,1.21,1.12,0.09,1,,,,,,,,,,,,,,,,8.93,8.59
Smalley_Bowater,1,132,35,3,6.2,5.9,6,5.6,5.25,11.5,65,,,,,,1.05,0.96,0.08,1,,,,,,,,,,,,,,,,8.32,7.97
Smalley_Bowater,1,132,35,4,5.9,5.5,5.6,5.3,5.25,16.8,60,,,,,,0.93,0.85,0.08,1,,,,,,,,,,,,,,,,7.83,7.49
Smalley_Bowater,1,132,35,5,5.5,4.7,5.3,4.4,5.25,22,50,,,,,,0.75,0.68,0.07,1,,,,,,,,,,,,,,,,7.01,6.67
